uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopeH2OSampleCond,isotopeH2OSampleID,isotopeH2OSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,processedDateH2OIsotopes,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF
"84b6bd1d-62a8-4931-a50d-786fe76fb53a","D01","HOPB","HOPB.AOS.S2","2016-09-06T15:58Z","HOPB.SS.20160906",,,"HOPB.SS.20160906.H2O.1",,,"HOPB.SS.20160906.POM.2",,,"HOPB.SS.20160906.POM.1",,"2016-09-06T13:45Z","2016-09-06T13:45Z",400,400,
"ee02372a-d5ce-4788-96dc-c2915bf935f0","D01","HOPB","HOPB.AOS.S2","2016-09-22T13:55Z","HOPB.SS.20160922",,,"HOPB.SS.20160922.H2O.1",,,"HOPB.SS.20160922.POM.2",,,"HOPB.SS.20160922.POM.1",,"2016-09-22T11:45Z","2016-09-22T11:45Z",415,430,
