"uid","domainID","siteID","namedLocation","sampleID","collectDate","laboratoryName","pH","externalConductance","waterCarbonate","waterBicarbonate","externalANC","waterCalcium","waterMagnesium","waterSodium","waterPotassium","waterSulfate","waterChlorine","waterManganese","waterIron","waterBromine","waterFluorine","waterSilica","totalSuspendedSolids","totalSuspendedSolidsDryMass","totalDissolvedSolids","waterNitrateAndNitriteN","waterNitriteN","waterAmmoniumN","waterOrthophosphateP","waterTotalNitrogen","totalDissolvedNitrogen","dissolvedInorganicCarbon","dissolvedOrganicCarbon","waterTotalOrganicCarbon","waterTotalPhosphorus","totalDissolvedPhosphorus","totalParticulateCarbonMass","totalParticulateNitrogenMass","uvAbsorbance250","uvAbsorbance284","coolerTemp","sampleCondition","remarks","shipmentWarmQF","externalLabDataQF","receivedBy","shipmentCondition","shipmentLateQF"
"4f8adb39-74dc-499f-a8bc-79732c2748f4","D02","POSE","POSE.AOS.S2","POSE.SS.20161004","2016-10-04T13:11Z","EcoCore_CSU",7.77,65.4,0,59.26,1,12.21,4.44,3.91,4.286,12.54,0.82,0.01,0.06,0.01,0,8.87,33,800,43.2,0.22,0.011,0.04,0.041,0.3931,0.3101,11,2.095,2.76,0.058,0.037,0.517,0.1278,0.0928,0.0663,5,NA,NA,0,NA,NA,NA,NA
"2f7bfecf-5919-4118-9c5d-aeef6b2f2808","D02","POSE","POSE.AOS.S2","POSE.SS.20161018","2016-10-18T13:13Z","EcoCore_CSU",7.63,110.4,0,56.24,1,11.58,4,4.13,0.258,4.01,2.92,0,0.19,0.01,0.01,11.07,21,500,141.1,0.107,0.01,0.04,0.032,0.1004,0.2631,14.08,2.515,10.1,0.047,0.046,0.771,0.1105,0.0661,0.049,3.7,NA,NA,0,NA,NA,NA,NA
"ee1a065d-cff4-4401-aea4-7f64ef474933","D02","POSE","POSE.AOS.S2","POSE.SS.20161108","2016-11-08T14:14Z","EcoCore_CSU",7.66,138.2,0,79.67,1,14.24,5.35,4.98,0.677,3.81,0.21,0,0.05,0.01,0.01,12.66,4,100,124.8,0.063,0.011,0.14,0.035,0.1229,0.1289,13.95,1.587,1.73,0.038,0.031,0.4205,0.0909,0.0564,0.041,6.5,NA,NA,1,NA,NA,NA,NA
"c17a486d-2784-4611-b6fb-fdd4812d1fa8","D02","POSE","POSE.AOS.S2","POSE.SS.20161129","2016-11-29T14:15Z","EcoCore_CSU",7.67,109.1,0.01,63.33,1,11.04,4.41,3.98,0.329,1.84,0.85,0,0.55,0.01,0.01,10.14,8,200,111.5,0.193,0.01,0.1,0.365,0.2705,0.2707,12.8,2.264,2.4,0.051,0.034,0.5487,0.0678,0.077,0.059,6.1,NA,NA,1,NA,NA,NA,NA
"630faf98-d418-4d2d-91d4-79bb8ea304b6","D02","POSE","POSE.AOS.S2","POSE.SS.20161206","2016-12-06T14:43Z","EcoCore_CSU",7.61,96.5,0,46.41,1,9.62,3.63,4.11,0.56,4.71,2.8,0,0.24,0,0,9.54,4,100,65.12,0.257,0.007,0.05,0.382,0.3518,0.3282,11.73,2.392,2.51,0.001,0,0.4031,0.0193,0.0843,0.0665,4.7,NA,NA,0,NA,NA,NA,NA
"ec885718-e633-4a13-a0dd-f7b543f68fe5","D02","POSE","POSE.AOS.S2","POSE.SS.20161213","2016-12-13T13:54Z","EcoCore_CSU",7.66,102.2,0,52.41,1,10.4,4.13,3.75,0.4,5.39,2.99,0,0.17,0,0,10.31,0,0,68.97,0.368,0.004,0.05,0.267,0.4482,0.4571,11.33,1.477,1.39,0.003,0.002,0.2719,-0.0261,0.0473,0.0326,2.1,NA,NA,0,NA,NA,NA,NA
"6231abf7-580a-4612-9844-5e551b6e8199","D02","POSE","POSE.AOS.S2","POSE.SS.20170110","2017-01-10T13:54Z","EcoCore_CSU",7.4,123.4,0.01,65.21,2,12.9,5.04,4.21,0.32,5.38,0.81,0,0.03,0,0,12.37,0,0,85.64,0.499,0.01,-0.02,0.035,0.5919,0.6134,12.15,1.168,1.2,0.003,0.002,0.3223,0.0813,0.074,0.0709,2.9,NA,NA,0,NA,NA,NA,NA
"85f35a96-3df6-4319-bcca-c89ea257e3ca","D02","POSE","POSE.AOS.S2","POSE.SS.20170124","2017-01-24T14:29Z","EcoCore_CSU",7.45,85.26,0.01,34.47,1,7.64,2.94,2.58,0.558,6.04,0.71,0,1.4,0,0.12,8.75,4,100,59.87,0.586,-0.003,0.06,0.034,0.6494,0.6801,6.647,3.222,3.56,0.001,5e-04,0.3027,0.0146,0.1188,0.0802,3,NA,NA,0,NA,NA,NA,NA
"2749b3ff-2840-43f2-b94a-90c163bbfacb","D02","POSE","POSE.AOS.S2","POSE.SS.20170131","2017-01-31T13:45Z","EcoCore_CSU",7.68,110.2,0.01,44.75,1,9.85,3.94,3.57,0.275,6.16,2.23,0,0.15,0,0.12,10.69,0,0,76.21,0.475,0.016,0.07,0.034,0.5072,0.543,8.992,1.298,1.33,0.001,5e-04,0.2945,0.0603,0.0379,0.027,4.5,NA,NA,0,NA,NA,NA,NA
"38d985b9-36ed-4fc9-80ed-a5161c38f579","D02","POSE","POSE.AOS.S2","POSE.SS.20170214","2017-02-14T13:31Z","EcoCore_CSU",7.56,101.1,0.01,46.98,1,10.14,3.95,3.18,0.26,5.16,2.29,0,0.02,0,0.17,10.22,0,0,71.85,0.484,0.014,0.05,0.034,0.4786,0.4933,10.37,1.246,1.2,0.001,5e-04,0.3894,0.1221,0.0539,0.0423,5.4,NA,NA,0,NA,NA,NA,NA
"434ee883-461f-492e-966f-967b6103db26","D02","POSE","POSE.AOS.S2","POSE.SS.20170228","2017-02-28T16:37Z","EcoCore_CSU",7.67,106.3,0.01,48.67,1,10.35,3.99,3.3,0.307,4.35,2.69,0,0.02,0.01,0.01,10.47,4,4000,75.69,0.394,0.014,0.16,0.034,0.4791,0.467,11.46,1.119,1.33,0.0194,0.016,0.5295,0.0819,0.0556,0.0422,4.5,NA,NA,0,NA,NA,NA,NA
"cdd5aa42-4fe3-4de9-a4f1-e73171baf086","D02","POSE","POSE.AOS.S2","POSE.SS.20170306","2017-03-06T13:33Z","EcoCore_CSU",7.61,111.26,0.01,57.84,1,11.58,4.39,4.07,0.194,4.68,2.65,0,0.2,0.01,0.01,10.75,0,0,75.44,0.505,0.012,0.04,0.03,0.5582,0.582,10.98,1.061,0.97,0.016,0.0135,0.3686,0.0929,0.0309,0.0179,5.1,NA,NA,0,NA,NA,NA,NA
"3dc5d292-75c8-479d-a0f5-caafd6073da7","D02","POSE","POSE.AOS.S2","POSE.SS.20170313","2017-03-13T17:11Z","EcoCore_CSU",7.76,104.32,0.01,34.95,1,10.54,3.99,4.02,0.148,17.69,2.72,0,0.06,0.01,0.01,10.44,0,0,74.22,0.504,0.01,-0.06,0.03,0.5369,0.542,10.65,1.037,1.02,0.047,0.032,0.3569,0.121,0.0405,0.0332,3.5,NA,NA,0,NA,NA,NA,NA
"5b9ec949-a2d8-4c0b-89d8-22e206efbe81","D02","POSE","POSE.AOS.S2","POSE.SS.20170320","2017-03-20T15:11Z","EcoCore_CSU",7.51,88.96,0.01,40.26,1,8.8,3.33,3.53,0.107,6.43,2,0,0.87,0.01,0.01,10.09,4,100,61.27,0.432,0.008,-0.01,0.03,0.519,0.5464,8.362,1.547,1.83,0.006,0.003,0.4052,0.07,0.0551,0.0371,4.7,NA,NA,0,NA,NA,NA,NA
"74627c5d-fcb5-4f82-afd6-1d9b9093de57","D02","POSE","POSE.AOS.S2","POSE.SS.20170328","2017-03-28T13:15Z","EcoCore_CSU",7.8,101.23,0.01,50.21,1,10.2,3.83,3.98,0.079,5.27,2.24,0,0.18,0.01,0.01,10.58,20,500,71.86,0.309,0.01,-0.06,0.028,0.4698,0.4345,10.74,1.84,2.78,0.008,0.0055,0.4858,0.1159,0.0668,0.0493,3.8,NA,NA,0,NA,NA,NA,NA
"b123bc57-6da0-4de7-a040-f2f8098f114c","D02","POSE","POSE.AOS.S2","POSE.SS.20170418","2017-04-18T15:06Z","EcoCore_CSU",7.75,123.8,0,49.75,1,12.51,4.56,4.16,0.255,12.92,2.76,0,0.01,0.01,0.01,5.66,16,400,84.7,0.145,0.004,0.01,0.028,0.385,0.3268,11.05,1.675,2.03,0.02,0.017,0.5146,0.1154,0.171,0.1397,3.8,NA,NA,0,NA,NA,NA,NA
"892e663d-8d7f-4d15-a73d-ffa704838d01","D02","POSE","POSE.AOS.S2","POSE.SS.20170425","2017-04-25T12:52Z","EcoCore_CSU",7.53,101.17,0,50.35,1,10.86,4,3.29,0.325,4.78,1.53,0,0.04,0.69,0.01,10.62,44,1100,71.24,0.247,0.004,0.06,0.028,0.6212,0.5511,10.63,5.893,6.25,0.045,0.043,1.306,0.1836,0.1013,0.0717,3.9,NA,NA,0,NA,NA,NA,NA
"ceb55233-f068-4a27-957d-db21afc321e1","D02","POSE","POSE.AOS.S2","POSE.SS.20170502","2017-05-02T14:09Z","EcoCore_CSU",7.71,113.93,0,57.84,1,11.99,4.3,3.69,0.332,5.7,1.77,0,0.03,0.01,0.01,12.14,20,500,81.69,0.243,0.004,0.06,0.027,0.3187,0.3917,11.22,1.504,2.75,0.031,0.027,0.3729,0.0881,0.0677,0.0488,2.8,NA,NA,0,NA,NA,NA,NA
"140b4f12-edcb-4f77-897d-e7dee3b511f8","D02","POSE","POSE.AOS.S2","POSE.SS.20170509","2017-05-09T13:22Z","EcoCore_CSU",7.62,99.36,0,44.68,1,10.2,3.69,2.93,0.298,6.85,1.64,0,0.07,0.01,0.01,11.07,24,600,65.47,0.39,0.007,0.02,0.025,0.4117,0.4246,8.7,1.328,1.29,0.031,0.0255,0.5222,0.1142,0.0561,0.0381,4.9,NA,NA,0,NA,NA,NA,NA
"ae7a6913-d610-4367-bdfc-a354f15f910d","D02","POSE","POSE.AOS.S2","POSE.SS.20170523","2017-05-23T12:45Z","EcoCore_CSU",7.64,110.3,0,54.68,1,11.65,4.25,3.4,0.187,5.52,2.27,0,0.01,0.01,0.01,12.18,60,1500,76.1,0.4,0.008,0.04,0.019,0.5327,0.4903,10.72,1.195,2.09,0.037,0.018,0.4713,0.1558,0.0644,0.0505,3.5,NA,NA,0,NA,NA,NA,NA
"7bad3c7c-66c0-4e02-ab6e-eeb439662c97","D02","POSE","POSE.AOS.S2","POSE.SS.20170613","2017-06-13T12:30Z","EcoCore_CSU",7.65,121.1,0,62.54,1,12.7,4.7,3.97,0.238,4.46,2.63,0,0,0.01,0.01,13.16,7,700,85.1,0.437,0.006,0.15,0.017,0.6129,0.5958,11.23,1.413,1.43,0.0303,0.0097,0.7004,0.0297,0.0481,0.0343,4.4,NA,NA,0,NA,NA,NA,NA
"754cc41f-210c-4063-ab66-9c20266a7495","D02","POSE","POSE.AOS.S2","POSE.SS.20170620","2017-06-20T12:43Z","EcoCore_CSU",7.68,142.2,0,63.28,1,13.23,4.77,3.9,0.256,3.96,2.45,0,0,0.01,0.01,13.2,28,2800,100.2,0.409,-0.006,0.09,0.036,0.6059,0.5002,12,1.628,4.57,0.029,0.0266,0.7842,0.0404,0.0592,0.0359,0.9,NA,NA,0,NA,NA,NA,NA
"ece7a824-45cf-4687-a264-1fd2ad91f210","D02","POSE","POSE.AOS.S2","POSE.SS.20170724.3","2017-07-24T13:03Z","EcoCore_CSU",8.19,155.6,0,72.9,1,14.64,5.14,4.1,0.406,2.94,2.52,0,0,0.01,0.01,13.12,34,3400,95.3,0.3292,0.0145,0.02,0.047,0.4945,0.4179,13.94,2.155,2.83,0.128,0.003,1.0372,0.0518,0.085,0.0626,1.9,NA,NA,0,NA,NA,NA,NA
"0c3fc910-f2a4-4727-939f-424ff0014582","D02","POSE","POSE.AOS.S2","POSE.SS.20170724","2017-07-24T13:03Z","EcoCore_CSU",8.01,156.3,0,72.98,1,14.56,5.17,4.18,0.422,2.96,2.52,0,0,0.01,0.01,13.26,36,3600,95.64,0.3187,0.0105,0.02,0.054,0.4095,0.4197,14.37,2.336,2,0.1286,0.003,1.01,0.0539,0.0893,0.0631,1.9,NA,NA,0,NA,NA,NA,NA
"d42a772e-1ec6-4abb-b574-5f468057da4a","D02","POSE","POSE.AOS.S2","POSE.SS.20170724.2","2017-07-24T13:03Z","EcoCore_CSU",7.94,155.6,0,73.67,1,14.74,5.19,4.19,0.412,2.96,2.51,0,0,0.01,0.01,13.25,32,3200,95.69,0.312,0.002,0.04,0.925,0.466,0.4076,13.99,1.999,2.46,0.1265,0.003,0.9245,0.0592,0.085,0.0607,1.9,NA,NA,0,NA,NA,NA,NA
"3f9e2019-caed-48f9-a882-3b78e77ef1c5","D02","POSE","POSE.AOS.S2","POSE.SS.20170808","2017-08-08T12:37Z","EcoCore_CSU",7.97,118.1,0,61.99,1,12.7,4.49,3.38,0.433,2.82,2.49,0,0.02,0.01,0.01,11.02,34,1700,81.26,0.3475,0.0105,0.02,0.038,0.454,0.4434,13.79,2.78,2.73,0.1375,0.0365,0.8511,0.0696,0.0821,0.0542,5.5,NA,NA,0,NA,NA,NA,NA
"172ea352-1d0e-43f8-ac99-6490c45b1f3a","D02","POSE","POSE.AOS.S2","POSE.SS.20170821","2017-08-21T13:38Z","EcoCore_CSU",8.28,121.4,0,75.45,1,13.53,4.7,3.67,0.382,2.61,2.51,0.01,0,0.01,0.01,11.55,36,1800,85.9,0.2533,0.003,0.04,0.041,0.2801,0.2658,14.8,1.999,2.03,0.0572,0.0261,1.3385,0.0844,0.0745,0.0505,2.4,NA,NA,0,NA,NA,NA,NA
"dd59ca42-3b10-46a3-852b-db9f512bc54c","D02","POSE","POSE.AOS.S2","POSE.SS.20170919","2017-09-19T14:37Z","EcoCore_CSU",7.78,153.9,0,86.94,2,17.28,5.74,3.95,0.582,2.21,2.51,0,0.02,0.01,0.01,10.57,20,1000,108.9,0.1644,0.0104,0.1,0.034,0.064,0.0745,16.17,1.973,1.92,0.041,0.0316,0.5551,0.1214,0.0782,0.0624,5.8,NA,NA,0,NA,NA,NA,NA
"e91624fe-e2c1-42af-ace5-f01d99742f4a","D02","POSE","POSE.AOS.S2","POSE.SS.20171003","2017-10-03T12:41Z","EcoCore_CSU",7.77,171.2,0.01,96.14,2,18.95,6.6,4.36,0.866,2.2,2.98,0.02,0.02,0.01,0.01,10.62,4,200,120.7,0.0928,0.0219,0.09,0.03,-0.0023,0.0286,16.62,1.972,1.88,0.094,0.036,1.4993,0.1419,0.069,0.0486,5.8,NA,NA,0,NA,NA,NA,NA
"f81bbffb-421c-4b6a-8b67-97021ff73fe0","D02","POSE","POSE.AOS.S2","POSE.SS.20171010","2017-10-10T13:00Z","EcoCore_CSU",7.67,164.2,0.01,88.54,2,18.7,6.17,3.42,1.595,4.33,3.75,0,0.04,0.01,0.01,4.61,24,1200,115.7,0.0477,0.006,0.1,0.033,0.2137,0.2605,15.25,3.985,3.82,0.181,0.022,0.5632,-0.0322,0.1494,0.1042,5.6,NA,NA,0,NA,NA,NA,NA
"e68ffcfa-1562-43b6-b1cd-af0429535993","D02","POSE","POSE.AOS.S2","POSE.SS.20171120","2017-11-20T13:47Z","EcoCore_CSU",7.28,139.4,0.01,70.25,1,15.21,5.65,3.37,0.001,0.03,5.47,0,0,0.01,1.41,0.38,6,300,98.6,0.4324,0.0328,0.12,0.011,-0.1535,-0.1499,14.62,1.754,1.61,0.021,0.01,1.323,0.0824,0.0541,0.0377,2.8,NA,NA,0,NA,NA,NA,NA
"22673ee8-00ed-4c51-80a5-3c444ba7d896","D02","POSE","POSE.AOS.S2","POSE.SS.20171128","2017-11-28T15:22Z","EcoCore_CSU",8.56,142.7,0.01,66.52,1,15.27,5.65,3.43,0.001,0,7.79,0,0,0.01,1.42,0.38,6,300,105.9,0.1187,0.0143,0.11,0.013,-0.1167,-0.0948,14.03,1.485,1.43,0.022,0.021,0.4516,0.0314,0.0483,0.0337,3.5,NA,NA,0,NA,NA,NA,NA
"7325b807-f07c-4ed7-b605-fd213534d062","D02","POSE","POSE.AOS.S2","POSE.SS.20171206","2017-12-06T16:01Z","EcoCore_CSU",7.75,143.7,0.01,66.94,1,15.71,5.77,3.58,0.001,9.72,0,0,0,0.01,2.66,0.38,12,600,101.2,0.0483,0.0116,0.1,0.014,-0.1425,-0.1469,13.96,1.708,1.59,0.015,0.012,0.571,0.1269,0.0561,0.0384,1.9,NA,NA,0,NA,NA,NA,NA
"e472bc3e-402b-4b07-a8eb-84f26d95a859","D02","POSE","POSE.AOS.S2","POSE.SS.20171212","2017-12-12T15:59Z","EcoCore_CSU",NA,NA,0.01,19.22,NA,14.6,5,3.4,0.341,12.42,10.95,0,0,0.01,3.12,0.35,NA,NA,92.6,0.1866,0.0174,0.2,0.013,NA,0.0079,13.78,1.38,NA,NA,0.015,0.5954,0.121,0.0512,0.0388,1.4,NA,NA,0,NA,NA,NA,NA
"7634bdd6-5f76-4673-90b3-af3ef95d1637","D02","POSE","POSE.AOS.S2","POSE.SS.20180109","2018-01-09T14:45Z","EcoCore_CSU",7.39,132.69,0.01,38.95,1,13.37,4.57,3.79,0.534,6.87,13.3,0,0,0.01,0.01,0.36,12,600,93.5,0.4294,0.0129,0.11,0.062,0.5678,0.5157,12.31,1.556,1.4,0.032,0.029,0.4377,0.1018,0.0612,0.0457,0.5,NA,NA,0,NA,NA,NA,NA
"0f828dd3-3709-4358-9913-46388a44d2c9","D02","POSE","POSE.AOS.S2","POSE.SS.20180123","2018-01-23T13:55Z","EcoCore_CSU",7.49,81.23,0.01,18.98,0,9.37,2.7,2.65,0.44,7.31,8.45,0,0.13,0.01,0.01,0.31,4,200,85.6,0.5809,0.0152,0.08,0.071,0.8135,0.7995,7.075,2.989,2.83,0.005,0.004,0.4241,0.1068,0.1499,0.1074,4.6,NA,NA,0,NA,NA,NA,NA
"f3cf274e-cb89-4872-8379-0590617db9fa","D02","POSE","POSE.AOS.S2","POSE.SS.20180206","2018-02-06T13:49Z","EcoCore_CSU",7.21,113.5,0.01,40.67,1,9.67,3.44,4.2,0.323,6.89,5.27,0,0.02,0.01,0.01,9.37,0,0,78.9,0.4506,0.0131,0.1,0.016,0.5525,0.5415,8.49,1.663,1.76,0.005,0.004,0.2904,0.1045,0.059,0.0398,3.6,NA,NA,0,NA,NA,NA,NA
"a30c9d25-83fc-450b-8dd1-a9d061bbf462","D02","POSE","POSE.AOS.S2","POSE.SS.20180213","2018-02-13T13:55Z","EcoCore_CSU",7.56,106.2,0.01,39.75,1,9.27,3.32,3.9,0.276,6.9,4.31,0,0.01,0.01,0.01,8.96,4,200,75.2,0.3937,0.0142,0.09,0.035,0.4318,0.4163,9.181,1.74,1.76,0.002,0.001,0.2964,0.0241,0.053,0.0379,5.7,NA,NA,0,NA,NA,NA,NA
"00a19ca2-d199-49b9-9973-1a11f35213b7","D02","POSE","POSE.AOS.S2","POSE.SS.20180227","2018-02-27T14:04Z","EcoCore_CSU",7.07,107.3,0.01,40.28,1,9.1,3.23,3.85,0.248,6.66,0.98,0,0,0.01,1.39,8.63,4,200,76.3,0.2695,0.0146,-0.01,0.012,0.3684,0.3823,8.733,1.726,1.63,0.003,0.001,0.2807,0.072,0.0629,0.0445,3.3,NA,NA,0,NA,NA,NA,NA
"dae940cf-7bff-4f6c-87c1-3f0cc2a2dc60","D02","POSE","POSE.AOS.S2","POSE.SS.20180306","2018-03-06T13:57Z","EcoCore_CSU",7.3,113.7,0.01,42.18,1,11.04,3.85,4.43,0.29,6.36,11.14,0,0,0.01,0.01,9.65,0,0,81.2,0.2795,0.0224,-0.01,0.012,0.2861,0.3121,9.793,1.326,1.26,0.018,0.017,0.3849,0.089,0.042,0.0286,4.3,NA,NA,0,NA,NA,NA,NA
"2899993c-5839-4b75-8d2a-7f2f666a0562","D02","POSE","POSE.AOS.S2","POSE.SS.20180313","2018-03-13T12:55Z","EcoCore_CSU",7.04,114.1,0.01,40.5,1,10.69,4.1,4.47,0.233,6,9.88,0,0,0.01,0.01,9.95,0,0,79.9,0.2551,0.0152,0,0.098,0.2831,0.2765,10.58,1.659,1.42,0.027,0.025,0.4166,0.0947,0.0452,0.0286,1.8,NA,NA,0,NA,NA,NA,NA
"acd3d8d6-7bff-4fa3-913c-2f3f5b37dd6c","D02","POSE","POSE.AOS.S2","POSE.SS.20180319","2018-03-19T12:57Z","EcoCore_CSU",6.74,120.7,0.01,46.52,1,11.96,4.15,4.66,0.28,5.26,10.42,0,0,0.01,0.01,9.19,0,0,84.27,0.2309,0.0161,-0.01,0.053,0.2098,0.2546,10.83,1.551,1.39,0.012,0.003,0.3746,0.1001,0.036,0.024,1,NA,NA,0,NA,NA,NA,NA
"99bbf58f-673c-425e-88d5-4e71ef9d5c33","D02","POSE","POSE.AOS.S2","POSE.SS.20180327","2018-03-27T13:00Z","EcoCore_CSU",7.5,107,0.01,31.04,1,10.16,3.41,1.36,0.175,6.74,7.99,0,0,0.01,0.01,8.74,0,0,75.6,0.2767,0.0188,0,0.084,1.437,1.3,8.835,5.271,6.62,0.019,0.018,0.2852,0.1369,0.0381,0.0204,4.2,NA,NA,0,NA,NA,NA,NA
"1a982a68-76d0-4d06-ba68-e45b4a37c22c","D02","POSE","POSE.AOS.S2","POSE.SS.20180417","2018-04-17T12:36Z","EcoCore_CSU",6.76,96.21,0.01,18.99,0,9.52,3.02,0.59,0.249,7.33,10.02,0,0.01,0.01,0.01,8.71,8,400,68.4,0.3693,0.036,0.01,0.034,0.5587,0.5228,7.672,2.426,2.5,0.0309,0.0297,0.3873,0.0303,0.0049,0.0017,2.1,NA,NA,0,NA,NA,NA,NA
"a5bd25e0-87c9-43dd-b3c0-35e4f47429ce","D02","POSE","POSE.AOS.S2","POSE.SS.20180424","2018-04-24T12:59Z","EcoCore_CSU",7,113.1,0.01,42.15,1,11.97,3.88,0.03,0.243,6.92,3.69,0,0,0.01,0.01,8.29,6,300,81.8,0.1148,0.0136,0.01,0.063,0.2482,0.25,10.24,2.054,1.72,0.0312,0.0129,0.4359,0.1315,0.0661,0.0439,4,NA,NA,0,NA,NA,NA,NA
"99f6d0b4-4fd1-4f1c-8ba4-3f86c9366832","D02","POSE","POSE.AOS.S2","POSE.SS.20180501","2018-05-01T13:00Z","EcoCore_CSU",7.75,96.89,0.01,22.69,1,10.86,3.52,2.1,0.122,7.7,10.45,0,0,0.01,0.01,7.97,2,100,68.97,0.0586,0.015,0.02,0.019,0.3562,0.3581,9.579,1.885,1.49,0.006,5e-04,0.4402,NA,-0.0184,-0.0194,2.2,NA,"TPC analyzed but not TPN",0,NA,NA,NA,NA
"9601ceba-7fac-42dd-9353-ef753a349b2c","D02","POSE","POSE.AOS.S2","POSE.SS.20180508","2018-05-08T12:48Z","EcoCore_CSU",7.61,109.7,0.01,49.01,1,13.14,4.04,2.67,0.192,6.44,2.26,0,0,0.01,0.01,9.56,4,200,77.64,0.15,0.0154,0.02,0.029,0.481,0.466,11.48,2.025,1.99,0.002,5e-04,0.4405,0.0971,0.0656,0.0442,5.4,NA,"",0,NA,NA,NA,NA
"d3767521-0fc5-47a5-9766-8807698972ae","D02","POSE","POSE.AOS.S2","POSE.SS.20180522","2018-05-22T12:52Z","EcoCore_CSU",7.25,89.96,0.01,14.01,0,10.8,3.34,2.7,0.176,8.13,15.72,0,0,0.04,1.55,10.46,8,400,63.14,0.2995,0.0147,0.03,0.028,0.5206,0.5263,9.377,1.652,1.49,0.0843,0.0064,0.5873,0.1532,0.0726,0.0498,5.5,NA,"",0,NA,NA,NA,NA
"f14e721e-043d-479c-9c8f-72a63b6a1e4f","D02","POSE","POSE.AOS.S2","POSE.SS.20180605.2","2018-06-05T14:09Z","EcoCore_CSU",7.44,88.21,0.01,26.15,0,9.43,3.9,1.84,0.192,6.81,1.35,0,0,0.01,1.18,11.07,6,300,61.75,0.3717,0.0148,0.02,0.029,0.439,0.4486,7.882,1.854,1.89,0.035,5e-04,0.5489,0.1904,0.0634,0.0471,0.3,NA,NA,0,NA,NA,NA,NA
"308ce5eb-03f8-4619-b060-724b7d375ec8","D02","POSE","POSE.AOS.S2","POSE.SS.20180605.3","2018-06-05T14:09Z","EcoCore_CSU",7.47,88.76,0.01,29.82,1,9.45,3.92,1.87,0.208,6.73,1.25,0,0,0.01,1.26,11.08,8,400,62.13,0.3681,0.0146,0.02,0.013,0.4604,0.4328,7.952,1.869,1.87,0.0374,5e-04,0.5677,0.1668,0.0655,0.0486,0.3,NA,NA,0,NA,NA,NA,NA
"633abe8a-7bf3-4790-bb0e-cd9244f2bdeb","D02","POSE","POSE.AOS.S2","POSE.SS.20180605","2018-06-05T14:09Z","EcoCore_CSU",7.54,89.25,0.01,28.12,0,9.57,3.89,1.85,0.207,6.9,1.2,0,0,0.01,1.19,11.45,8,400,62.89,0.3674,0.0141,0.01,0.016,0.4653,0.4628,8.208,1.959,2.16,0.042,5e-04,0.3255,0.0749,0.0661,0.0478,0.3,NA,NA,0,NA,NA,NA,NA
"76c6822c-8841-4b09-8cb0-776201430ed3","D02","POSE","POSE.AOS.S2","POSE.SS.20180612","2018-06-12T12:45Z","EcoCore_CSU",7.28,111.42,0.01,57.63,1,11.47,4.95,2.64,0.129,5.78,1.45,0,0,0.01,0.01,13.3,8,400,77.99,0.4663,0.0159,0.02,0.033,0.5122,0.5216,10.2,1.697,1.56,0.0204,0.0087,0.3857,0.1574,0.0539,0.0337,6,NA,NA,0,NA,NA,NA,NA
"f7b72db6-4378-47ce-a7b4-ff5013190da9","D02","POSE","POSE.AOS.S2","POSE.SS.20180724","2018-07-24T12:55Z","EcoCore_CSU",7.26,108.48,0.01,43.21,1,11.31,4.77,2.35,0.489,4.02,9.19,0,0.02,0.01,0.01,9.68,210,10500,74.3,0.2731,0.0194,0.01,0.025,0.3724,0.3548,10.74,4.073,3.65,0.3,0.004,2.5217,0.2253,0.1625,0.1131,9,NA,NA,1,NA,NA,NA,NA
"48685d89-eade-48d2-8661-d9e7a02a040d","D02","POSE","POSE.AOS.S2","POSE.SS.20180807","2018-08-07T13:02Z","EcoCore_CSU",7.66,110.54,0.01,62.03,1,11.94,5.15,2.91,0.292,6.89,3.65,0,0,0.01,0.01,12.17,8,400,78.23,0.5272,0.0255,0.03,0.021,0.6334,0.6102,10.56,1.707,1.57,0.032,0.0254,0.5004,0.154,0.05,0.0338,1.4,NA,NA,0,NA,NA,NA,NA
"b231580d-f4ab-447f-91ca-ffed78c48a1f","D02","POSE","POSE.AOS.S2","POSE.SS.20180820.2","2018-08-20T12:58Z","EcoCore_CSU",7.71,125.74,0.01,67.49,1,12.39,6.09,3.23,0.001,5.28,4.37,0,0,0.01,0.01,13.56,20,1000,87.56,0.4062,0.0228,0.01,0.023,0.5164,0.5018,12.4,2.804,3.05,0.0554,0.0161,0.824,0.087,0.0729,0.0479,1.2,NA,NA,0,NA,NA,NA,NA
"e258ec3b-f29d-4cda-af22-2879a47087bb","D02","POSE","POSE.AOS.S2","POSE.SS.20180820.3","2018-08-20T12:58Z","EcoCore_CSU",7.7,124.96,0.01,64.21,1,12.42,6.1,3.14,0.001,5.25,4.21,0,0,0.01,0.01,13.63,20,1000,86.27,0.3999,0.0221,0,0.023,0.5018,0.5148,12.5,2.254,2.8,0.0729,0.0132,0.7652,0.1199,0.0605,0.0388,1.2,NA,NA,0,NA,NA,NA,NA
"57f3e1ec-4f26-4406-9427-32feb2582660","D02","POSE","POSE.AOS.S2","POSE.SS.20180820","2018-08-20T12:58Z","EcoCore_CSU",7.69,123.69,0.01,59.78,1,12.28,5.99,3.11,0.001,5.15,4.55,0,0,0.01,0.01,13.3,18,900,87.21,0.4041,0.0287,-0.01,0.022,0.5399,0.4868,11.81,2.125,2.58,0.067,0.0132,0.6561,0.1255,0.0678,0.0459,1.2,NA,NA,0,NA,NA,NA,NA
