"siteID","sampleID","collectDate","ANC","Mg","NO2 - N","TPC","Si","Mn","HCO3","DOC","TN","Cl","UV Absorbance (280 nm)","conductivity","Ca","Br","TDP","TOC","NH4 - N","DIC","TPN","TP","TDN","Ortho - P","pH","CO3","F","NO3+NO2 - N","K","UV Absorbance (250 nm)","Fe","Na","TSS - Dry Mass","SO4","TDS","TSS"
"BLWA","BLWA.C0.20191016",2019-10-16 15:05:00,NA,NA,NA,0.1817,NA,NA,NA,2.84,0.2864,NA,0.0434,NA,NA,NA,NA,2.751,NA,18.66,0.124,NA,0.2535,NA,NA,NA,NA,NA,NA,0.0702,NA,NA,NA,NA,NA,NA
"BLWA","BLWA.C0.20191120",2019-11-20 17:08:00,NA,NA,NA,NA,NA,NA,NA,3.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,0.6304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLWA","BLWA.C0.20191211",2019-12-11 16:24:00,NA,NA,NA,NA,NA,NA,NA,2.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94,NA,NA,0.5338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAYF","MAYF.SS.20170109",2017-01-09 15:57:00,0.08,0.38,0.01,0.2533,4.6182,0.087,4.23,1.884,0.1555,0.62,0.0471,10.8,0.6,0,0,1.954,0.024,0.8627,0.0699,0,0.1625,0.031,6.09,0.005,5e-04,0.013,0.26,0.061,0.241,0.94,0,1.25,7.35,0
"MAYF","MAYF.SS.20170123",2017-01-23 15:31:00,0.182,0.3414,0.011,0.2325,3.532,0.0743,5.72,3.406,0.1489,0,0.0585,9.9,0.4118,5e-04,0.001,3.425,0,0.6546,0.0524,0.005,0.1842,0.032,5.54,0.005,0.092,0.034,0.3699,0.0991,1.1581,0.9482,400,0,7.02,16
"MAYF","MAYF.SS.20170208",2017-02-08 15:53:00,0.042,0.3117,0.015,0.2611,3.1727,0.0567,2.28,2.628,0.0025,0.658,0.1023,8.4,0.3103,5e-04,5e-04,2.736,0,0.7903,0,5e-04,0.1017,0.032,5.72,0.005,0.159,0.027,0.2396,0.1355,0.1401,0.7297,200,0.721,5.92,8
"MAYF","MAYF.SS.20170214",2017-02-14 15:41:00,0.043,0.379,0.016,0.2485,3.6364,0.0472,2.24,1.848,0.1,0.433,0.0495,14.9,0.573,5e-04,5e-04,2.251,0.161,0.6619,0.0497,5e-04,0.0025,0.032,5.86,0.005,0.059,0.01,0.313,0.0716,0.1429,0.862,200,0.852,11.42,8
"MAYF","MAYF.SS.20170220",2017-02-20 15:32:00,0.008,0.2829,0.014,0.2632,3.9944,0.0427,0.32,1.907,0.0025,1.8518,0.1176,9.2,0.4598,0.005,0.0035,2.016,0.077,0.7147,0.0537,0.006,0.1261,0.033,5.73,0.005,0.005,0.01,0.1875,0.0724,0.8308,0.7647,4000,1.0642,6.52,4
"MAYF","MAYF.SS.20170306",2017-03-06 16:13:00,0.019,0.3186,0.013,0.249,3.6845,0.0677,0.95,1.659,0.1169,1.8025,0.0374,10.83,0.4298,0.005,0.01,1.943,0.08,0.6783,0.0663,0.012,0.1433,0.021,6.07,0.005,0.005,0,0.2262,0.0571,1.1693,0.9788,0,1.287,7.38,0
"MAYF","MAYF.SS.20170321",2017-03-21 14:42:00,0.017,0.3224,0.01,0.2401,3.5612,0.0536,0.953,2.293,0.0229,1.651,0.0678,9.56,0.4535,0.005,0.004,1.721,0.027,0.7001,0.1073,0.006,0.3985,0.023,6.16,0.005,0.005,0.003,0.1417,0.0887,2.4483,0.916,100,1.4547,6.58,4
"MAYF","MAYF.SS.20170406",2017-04-06 19:29:00,0.03,0.373,0.027,0.2236,3.24,0.062,1.28,2.432,0.1675,1.48,0.0646,9.6,0.593,0.005,0.007,2.252,0.018,0.4928,0.1048,0.009,0.1816,0.022,5.82,0,0.005,0,0.24,0.0945,0.123,0.844,200,1.9,6.5,8
"MAYF","MAYF.SS.20170503",2017-05-03 18:06:00,0.063,0.622,0.007,0.3052,3.5859,0.0264,3.598,2.909,0.1286,1.3318,0.0665,10.99,0.531,0.005,0.0055,3.329,0.015,1.289,0.1144,0.007,0.2366,0.014,6.58,0,0.005,0,0.2729,0.0959,0.1526,0.7761,0,1.0061,7.51,0
"MAYF","MAYF.SS.20170515",2017-05-15 14:20:00,0.042,0.2878,0.008,0.7625,3.8246,0.0035,2.211,2.26,NA,1.4467,0.1037,10.95,0.6018,0.005,0.0075,NA,0.035,0.9341,0.0917,0.009,0.1187,0.014,5.86,0,0.005,0,0.2653,0.143,0.4934,0.7383,400,0.7418,7.75,16
"MAYF","MAYF.SS.20170606",2017-06-06 16:20:00,0.02,0.262,0.012,0.348,3.88,0.013,1.31,3.879,NA,1.5,0.1375,8.7,0.491,0.005,0.007,NA,0.08,0.6366,0.1213,0.011,0.135,0.001,6.88,0,0.005,0.029,0.219,0.1907,0.393,0.648,0,0.77,6.1,NA
"MAYF","MAYF.SS.20170713",2017-07-13 14:21:00,0.019,0.1815,0.003,0.2737,3.8261,0.0378,0.7,2.517,0.1787,1.3908,0.0809,14.97,0.5319,0.005,0.0069,3.059,0.024,0.9646,0.0745,0.009,0.1731,0.024,6.5,0,0.005,0.033,0.164,0.1148,0.2017,0.5586,1200,0.9084,5.22,12
"MAYF","MAYF.SS.20170717",2017-07-17 14:22:00,0.019,0.2024,0,0.1914,3.7267,0.0464,0.9,3.502,0.2021,1.2832,0.1025,14.67,0.6625,0.005,0.005,3.618,0,0.867,0,0.046,0.1869,0.022,6.28,0,0.005,0.04,0.1396,0.1513,0.237,0.5011,2000,1.1486,5.73,20
"MAYF","MAYF.SS.20170822",2017-08-22 15:07:00,0.92,0.2533,0.0757,0.3251,3.619,0.0335,5.15,2.834,0.0546,1.4622,0.0714,9.1,0.6444,0.005,0.0032,3.316,0.067,0.8687,0.091,0.005,0.0529,0.027,6.43,0,0.005,0.0348,0.2318,0.1108,0.1417,0.578,800,0.7048,6.4,16
"MAYF","MAYF.SS.20170905",2017-09-05 15:44:00,0.068,0.42,0.0606,0.2614,1.6111,0.0393,3.62,2.726,0.1472,1.5868,0.0612,12.3,0.624,0.005,0.014,3.054,0.0142,1.064,0.1485,0.017,0.1609,0.027,6.28,0,0.005,0.0493,0.398,0.0927,0.2254,0.9856,600,0.7213,8.42,12
"MAYF","MAYF.SS.20170913",2017-09-13 15:13:00,0.072,0.4883,0.0105,0.2476,1.5511,0.0454,4.15,2.384,0.0635,1.4819,0.0583,12.9,0.8883,0.005,0.0032,2.573,0.1301,1.039,0.0907,0.004,0.061,0.012,6.06,0,0.005,0.0256,0.3243,0.0853,0.1665,0.7781,500,0.8483,9.15,10
"MAYF","MAYF.SS.20171003",2017-10-03 15:19:00,0.04,0.349,0.0216,0.3295,3.77,0.048,2.31,2.36,0,1.65,0.1394,10.2,0.552,0.005,0.005,2.962,0.1126,1.014,0.0638,0.034,0,0.009,5.97,0.005,0.005,0.0279,0.422,0.1809,1.237,0.643,400,0.51,7.3,8
"MAYF","MAYF.SS.20171009",2017-10-09 14:22:00,0.06,0.412,0.0067,0.2903,1.56,0.087,2.16,4.127,0.2082,1.54,0.1061,12.4,0.805,0.005,0.002,4.238,0.128,0.6654,0,0.044,0.2403,0.009,5.5,0.005,0.005,0.0751,0.456,0.1518,0.247,0.588,600,1.37,8.7,12
"MAYF","MAYF.SS.20171019",2017-10-19 18:29:00,0.02,0.557,0.013,0.3084,1.66,0.089,0.76,2.252,0.1865,2.06,0.1987,12.6,0.535,0.005,0.005,2.466,0.125,1.096,0.1071,0.042,0.1203,0.008,6.25,0.005,0.005,0.0061,0.359,0.1712,0.298,0.715,400,2.05,9,8
"MAYF","MAYF.SS.20171023",2017-10-23 19:50:00,0.01,0.283,0.0155,0.3328,0.23,5e-04,0.48,2.865,0.0144,2.05,0.0653,12.1,0.495,0.005,0.005,3.017,0.0976,1.602,0.1037,0.045,0.0505,0.025,5.85,0.005,0.05,0,0.011,0.0974,0.143,1.426,500,1.98,8.8,10
"MAYF","MAYF.SS.20171114",2017-11-14 17:02:00,0.06,0.658,0.0243,0.2859,0.23,5e-04,2.65,2.168,0,3.18,0.0706,18.9,1.224,0.005,0.004,2.495,0.1321,1.146,0.0355,0.005,0,0.016,6.22,0.005,0.005,0.1648,5e-04,0.0938,0.2,1.363,300,1.98,14.2,6
"MAYF","MAYF.SS.20171212",2017-12-12 16:30:00,0.311,1.952,0.018,0.2647,0.207,5e-04,17.11,1.38,0,12.62,0.0313,14.04,6.451,0.005,0.011,1.634,0.2156,0.6433,0.0825,0.015,0,0.008,6.17,0.005,0.005,0.011,0.351,0.0493,0.215,4.596,300,3.24,51.4,6
"MAYF","MAYF.SS.20180201",2018-02-01 16:45:00,0.16,3.567,0.0121,0.2503,3.63,5e-04,9.33,1.258,0.0675,12.53,0.0615,13.82,2.697,0.005,0.001,1.283,0.127,0.5608,0.0841,0.002,0.0647,0.07,5.49,0.005,0.005,0.0221,0.322,0.0831,0.167,2.225,300,1.15,9.8,6
"MAYF","MAYF.SS.20180206",2018-02-06 18:40:00,0.21,0.742,0.0138,0.2588,3.04,5e-04,11.38,1.602,0.0765,13.69,0.0461,14.89,7.851,0.005,5e-04,1.599,0.1199,0.4061,0.0892,0.001,0.0928,0.042,5.63,0.005,0.005,0.0357,0.379,0.0682,0.071,3.085,300,1.01,9.8,6
"MAYF","MAYF.SS.20180219",2018-02-19 15:56:00,0.06,0.277,0.012,0.2817,3.13,5e-04,2.72,1.71,0.0168,1,0.0746,14.49,0.57,0.005,5e-04,1.787,0.1173,0.7387,0.0987,0.001,0.0027,0.035,5.71,0.005,0.005,0.0144,0.168,0.1006,0.217,1.106,900,1.49,11.2,18
"MAYF","MAYF.SS.20180226",2018-02-26 15:15:00,0.23,0.503,0.0145,0.3071,2.79,5e-04,6.92,4.257,0.1666,2.92,0.2013,14.8,2.621,0.005,5e-04,4.799,0,0.6505,0.0558,0.001,0.1493,0.013,5.09,0.005,0.005,0.0252,0.202,0.2706,0.314,0.995,1400,1.17,10.9,28
"MAYF","MAYF.SS.20180305",2018-03-05 16:15:00,0.03,0.789,0.0165,0.2412,3.37,5e-04,1.48,1.506,0,10.25,0.0678,15.35,2.759,0.005,0.007,1.57,0,0.5756,0.1047,0.0195,0,0.008,5.87,0.005,0.005,0.0057,0.215,0.091,0.25,2.857,0,0.76,10.8,0
"MAYF","MAYF.SS.20180313",2018-03-13 14:15:00,0.05,0.612,0.0162,0.2343,3.11,5e-04,2.65,1.718,0,4.7,0.0775,16.32,1.854,0.005,0.028,1.805,0,0.4263,0.0944,0.029,0,0.189,5.54,0.005,0.005,0.0059,0.198,0.1076,0.23,1.295,100,1.27,10.9,2
"MAYF","MAYF.SS.20180328",2018-03-28 15:26:00,0.01,0.257,0.0173,0.26,3.1,5e-04,0.14,6.388,1.027,1.11,0.0624,14.1,0.546,0.005,0,7.176,0.0215,0.5056,0.0674,0.006,1.127,0.026,5.3,0.005,0.005,0.003,0.124,0.0889,0.266,5e-04,300,0.84,9.99,6
"MAYF","MAYF.SS.20180409",2018-04-09 16:10:00,0.03,0.338,0.011,0.2548,3.0121,5e-04,1.52,1.814,0.1561,4.51,0.0476,13.37,2.652,0.005,0.0116,1.786,0.0108,0.4174,NA,0.1092,0.1382,0.063,5.89,0.005,0.005,0.0153,0.105,0.0695,0.1679,0.275,400,1.07,9.8,8
"MAYF","MAYF.SS.20180416",2018-04-16 14:36:00,0.09,0.657,0.0113,0.2777,2.7675,0.0308,4.79,2.05,0.1707,5.62,0.0466,14.03,3.691,0.005,0.0203,2.021,0.0061,0.9444,0.1196,0.1363,0.1471,0.029,5.13,0.005,0.005,0.0231,0.217,0.0709,0.087,0.389,700,1.07,10.3,14
"MAYF","MAYF.SS.20180501",2018-05-01 14:46:00,0.072,0.625,0.0143,0.3424,3.1926,0.0215,3.79,1.746,0.2992,2.651,0.2399,14.39,2.108,0.005,5e-04,1.502,0.1268,0.5349,0.0365,0.03,0.3121,0.018,6.29,0.005,0.005,0,0.187,0.3577,0.3446,5e-04,200,0.852,10.26,4
"MAYF","MAYF.SS.20180510",2018-05-10 16:09:00,0.038,0.231,0.0224,0.285,3.1601,0.0271,1.52,2.069,0.3306,0.02,0.0581,11.95,0.3547,0.005,0.0157,2.305,0.0526,0.8544,0.1135,0.1007,0.3155,0.016,6.1,0.005,0.005,0.0136,0.138,0.0899,0.1479,5e-04,300,0.7678,9.05,6
"MAYF","MAYF.SS.20180605",2018-06-05 13:30:00,0.03,0.35,0.0149,0.2788,4.1029,5e-04,1.078,2.36,0.1186,3.52,0.1489,16.85,2.405,0.005,5e-04,2.531,0.0266,0.9371,0.0754,1.0136,0.0905,0.024,5.97,0.005,0.85,0.0086,0.006,0.1948,0.6935,0.424,400,0.23,11.795,8
"MAYF","MAYF.SS.20180611",2018-06-11 14:40:00,0.08,0.389,0.0154,0.2738,4.5577,5e-04,3.86,2.071,0.1045,0.6833,0.1063,9.21,0.4563,0.005,5e-04,2.343,0.0368,0.9295,0.1411,0.0217,0.0811,0.017,5.99,0.005,0.005,0.0125,0.058,0.1457,0.4888,0.664,400,0.005,6.447,8
"MAYF","MAYF.SS.20180702",2018-07-02 15:01:00,0.03,0.521,0.0133,0.2746,4.55,5e-04,1.35,3,0.2321,3.56,0.1437,20.69,2.623,0.005,5e-04,2.869,0.0238,0.5089,0.0228,0.057,0.2147,0.014,5.67,0.005,1.6944,0.0026,0.158,0.1979,0.6395,0.925,300,0.34,15.3,6
"MAYF","MAYF.SS.20180712",2018-07-12 14:27:00,0.03,0.39,0.0199,0.3102,4.41,5e-04,1.52,2.835,0.1764,1.97,0.1486,9.12,0.586,0.005,5e-04,2.981,0.038,1.16,0.1858,0.01,0.1198,0.017,6.16,0.005,0.005,0.0146,0.003,0.2001,0.5758,0.561,400,0.245,6.9,8
"MAYF","MAYF.SS.20180807",2018-08-07 14:30:00,0.18,0.836,0.0181,0.2701,4.249,0.015,6.1321,1.952,0.1234,3.1851,0.0512,12.53,0.4797,0.005,5e-04,2.349,0.033,0.9071,0.0757,0.006,0.1033,3.67,6.36,0.005,0.005,0.0241,0.237,0.0751,0.0819,0.579,200,1.17,8.98,4
"MAYF","MAYF.SS.20180830",2018-08-30 15:25:00,0.08,0.532,0.0245,0.2836,4.5961,5e-04,4.27,4.432,0.397,0.0679,0.135,9.82,0.7032,0.005,0.0057,4.616,0.0154,0.9349,0.0782,0.0324,0.3979,0.16,5.49,0.005,0.005,0.2662,5e-04,0.1991,0.077,0.424,1100,1.287,6.97,22
"MAYF","MAYF.SS.20180904",2018-09-04 17:51:00,0.072,0.408,0.0215,0.2834,4.9189,0.001,4.18,3.076,0.0479,0.2106,0.1086,8.05,0.5083,0.005,0.0109,3.313,0.0099,0.9879,0.0812,0.015,0.0226,0.015,6.19,0.005,0.005,0.017,5e-04,0.1511,0.5009,0.475,500,0.258,5.72,10
"MAYF","MAYF.SS.20181002",2018-10-02 18:00:00,0.03,0.448,0.0232,0.2815,5.1941,5e-04,1.247,2.704,0.1955,3.06,0.0663,13.79,0.6591,0.005,0.007,3.413,0.0432,0.7176,0.1013,0.0084,0.146,0,6.06,0.005,0.005,0.0292,0.198,0.0932,0.1619,0.759,500,0.12,9.63,10
"MAYF","MAYF.SS.20181008",2018-10-08 14:33:00,0.08,0.378,0.0228,0.2598,5.559,5e-04,2.31,2.843,0.1236,1.62,0.153,14.58,0.625,0.005,5e-04,2.848,0.0429,1.26,0.0824,0.003,0.1229,0.084,5.97,0.005,0.005,0.0463,0.242,0.1994,0.9449,0.855,300,1.05,9.89,6
"MAYF","MAYF.SS.20181107",2018-11-07 21:54:00,0.12,0.447,0.0509,0.3404,4.3128,0.04,3.71,3.878,0.1236,1.01,0.0969,9.52,0.5362,0.005,5e-04,3.908,0.0235,1.369,0.111,0.0255,0.1231,0.024,5.8,0.005,0.005,0,5e-04,0.1408,0.2612,0.595,900,0,6.74,18
"MAYF","MAYF.SS.20181113",2018-11-13 15:43:00,0.09,NA,NA,0.2511,NA,NA,NA,NA,0.0903,NA,NA,15.21,NA,NA,NA,3.793,NA,NA,0.1751,0.0417,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,12
"MAYF","MAYF.SS.20181204",2018-12-04 15:56:00,0.08,0.787,0.0534,0.239,3.69,0.04,1.54,1.79,0,2.02,0.0342,10.98,0.389,0.005,0.004,1.913,0.0373,1.095,0.1366,0.028,0,0.142,5.96,0.005,0.005,0,5e-04,0.0541,0.062,0.58,276500,1.29,8.63,5530
"MAYF","MAYF.SS.20181211",2018-12-11 15:35:00,0.08,0.382,0.0318,0.0178,3.73,0.058,0.78,1.853,0,1.63,0.0797,17.67,1.652,0.005,0.001,1.696,0.0826,0.8718,0.3113,0.0277,0,0.133,5.83,0.005,0.3,0,5e-04,0.1032,0.368,0.528,200,0.79,13.31,4
"MAYF","MAYF.SS.20190103",2019-01-03 14:45:00,0.04,0.614,0.0513,0.2654,3.37,0.032,0.83,2.472,0.141,2.39,0.1103,11.23,0.632,0.005,0.006,2.213,0,0.7686,0.1251,0.2227,0.1079,0.024,6.29,0.005,0.005,0,5e-04,0.1479,0.404,0.428,400,0.9,8.21,8
"MAYF","MAYF.SS.20190124",2019-01-24 14:41:00,0.06,0.692,0.0529,0.3088,4.34,0.034,2.82,1.941,0.1366,1.88,0.0513,17.48,0.952,0.005,0.006,2.119,0.0814,0.6435,0.1346,0.013,0.0976,0.674,5.98,0.005,0.22,0,0.351,0.0745,0.135,1.224,900,2.74,13.62,18
"MAYF","MAYF.SS.20190131",2019-01-31 15:43:00,0.06,1.547,0.053,0.2746,5.0792,0.045,3.52,1.104,0.1072,4.6404,0.0264,31.25,2.584,0.005,5e-04,1.172,0.1564,0.7134,0.1238,0.0522,0.0939,0.254,6.78,0.005,1.3644,0,0.243,0.0374,0.2607,0.964,300,2.319,22.46,6
"MAYF","MAYF.SS.20190205",2019-02-05 14:58:00,0.06,0.869,0.0292,0.3098,5.3796,5e-04,2.25,1.332,0.1056,1.15,0.0522,16.25,0.994,0.005,5e-04,1.39,0.116,0.6761,0.0859,0.004,0.1093,0.236,6.88,0.005,1.193,0,0.255,0.0653,0.2175,1.052,100,2.088,12.25,2
"MAYF","MAYF.SS.20190219",2019-02-19 15:20:00,0.03,0.349,0.0572,0.2456,3.244,0.035,1.45,1.438,0.1329,1.04,0.0224,9.87,0.678,0.005,0.004,1.474,0.06,1.35,0.1422,0.17,0.1257,0.055,6.15,0.005,0.54,0,0.156,0.0325,0.0718,0.753,500,0.85,7.01,10
"MAYF","MAYF.SS.20190225",2019-02-25 20:12:00,0.04,0.437,0.04,0.2564,3.5883,0.034,1.31,1.578,0.1167,0.85,0.0802,9.25,0.529,0.005,0.012,1.636,0.0709,0.9629,0.1168,0.327,0.1111,0.069,5.98,0.005,0.42,0,0.179,0.104,0.3646,0.541,800,1.12,6.55,16
"MAYF","MAYF.SS.20190305",2019-03-05 14:51:00,0.04,0.294,0.0396,0.2615,2.8994,0.016,0.15,1.621,0.1421,1.2008,0.0665,7.08,0.2972,0.005,5e-04,1.8,0.0722,0.6817,0.1041,0.308,0.1061,0.018,5.77,0.005,0.005,0,0.149,0.095,0.1776,0.602,400,1.563,5.69,8
"MAYF","MAYF.SS.20190318",2019-03-18 14:05:00,0.08,0.698,0,0.2617,2.8688,0.036,4.49,1.272,0.0516,2.5003,0.0898,18.96,1.558,0.005,5e-04,1.319,0.1094,0.6429,0.0937,0.309,0.0285,0.015,7.15,0.005,0.005,0,0.285,0.1207,0.1132,0.742,0,1.476,12.98,0
"MAYF","MAYF.SS.20190404",2019-04-04 14:00:00,0.02,0.278,0,0.3233,3.3678,0.023,0.15,1.468,0.1163,1.8689,0.0219,8.61,0.5132,0.005,0.001,1.477,0.0217,1.184,0.0728,0.072,0.1337,0.041,6.19,0.005,0.005,0,0.122,0.0359,0.052,0.754,400,1.23,5.89,8
"MAYF","MAYF.SS.20190418",2019-04-18 13:37:00,0.04,0.276,0,0.3893,3.3308,0.002,1.82,1.763,0.068,1.28,0.0471,8.95,0.4882,0.005,0.0148,1.86,0.0843,0.9915,0.1182,0.024,0.0607,0.026,6.03,0.005,0.13,0,0.138,0.0687,0.1364,0.863,500,0.75,6.85,10
"MAYF","MAYF.SS.20190430",2019-04-30 14:00:00,0.06,0.501,0,0.3191,3.3977,0.023,2.52,1.924,0.0747,1.42,0.0524,9.95,0.2854,0.17,0.003,2.312,0.0787,1.091,0.0762,0.0693,0.0607,0.032,6.46,0.005,0.005,0,0.153,0.0748,0.0973,0.801,600,0.53,7.15,12
"MAYF","MAYF.SS.20190509",2019-05-09 13:35:00,0.09,0.265,0,0.2927,3.4484,0.006,2.75,2.574,0.1382,0.19,0.0751,6.97,0.4636,0.005,0.002,3.006,0.0262,1.606,0.1258,0.0998,0.1393,0.02,6.62,0.005,0.12,0.0117,0.176,0.1117,0.1934,0.392,600,0.42,4.92,12
"MAYF","MAYF.SS.20190604",2019-06-04 14:45:00,0.05,0.507,0,0.3106,3.3534,0.001,2.39,2.208,0.148,2.01,0.092,11.63,0.658,0.005,0.0068,2.504,0.1087,1.187,0.1313,0.0703,0.1449,0.033,7.48,0.005,0.005,0,0.099,0.1238,0.3489,0.611,300,0.38,8.28,6
"MAYF","MAYF.SS.20190612",2019-06-12 14:55:00,0.03,0.409,0,0.2675,3.4767,0.015,1.48,2.22,0.0871,2.02,0.0906,9.87,0.821,0.005,0.0061,3.039,0.1177,1.19,0.1073,0.2618,0.1665,0.034,7.45,0.005,0.005,0,0.053,0.1251,0.3177,0.418,500,0.561,7.08,10
"MAYF","MAYF.SS.20190702",2019-07-02 14:10:00,0.75,2.839,0,0.3793,13.8729,0.003,35.69,2.489,0.145,3.0174,0.1285,72.96,7.2506,0.005,0.0253,2.834,0.0383,2.507,0.0961,0.3287,0.1318,0.037,6.94,0.005,0.5827,0.0222,0.966,0.1797,0.0068,2.577,600,2.748,52.41,12
"MAYF","MAYF.SS.20190717",2019-07-17 13:33:00,0.22,0.486,8e-04,0.2213,6.3118,0.025,12.69,2.244,0.1644,7.7565,0.1727,48.46,7.8945,0.005,0.0065,2.833,0.0872,2.541,0.1105,0.1759,0.1328,0.037,6.92,0.005,0.3221,0.0199,0.178,0.1554,0.2968,0.712,600,0.186,33.02,12
"MAYF","MAYF.SS.20190806",2019-08-06 13:40:00,0.03,0.281,0.0025,0.2221,5.29,0.005,0.61,2.257,0.0884,1.07,0.094,11.24,0.487,0.005,0.004,2.565,0.0282,1.472,0.1256,0.023,0.0869,0.049,6.54,0.005,0.005,0.0133,0.146,0.1289,0.206,0.007,500,NA,7.7,10
"MAYF","MAYF.SS.20190826",2019-08-26 13:35:00,0.08,0.569,0,0.3432,5.52,0.003,4.58,5.957,0.2946,0.03,0.316,13.83,0.954,0.005,0.005,6.678,0.0552,1.908,0.1022,0.5281,0.2883,0,6.01,0.005,0.005,0.1125,0.454,0.4347,0.437,0.784,3400,NA,10.1,68
"MAYF","MAYF.SS.20190903",2019-09-03 14:32:00,NA,NA,0,0.1786,NA,NA,NA,2.443,0.0821,NA,0.0814,NA,NA,NA,NA,2.69,0.0586,1.531,0.0889,NA,0.0903,0,NA,NA,NA,0.0126,NA,0.1182,NA,NA,NA,NA,NA,NA
"MAYF","MAYF.SS.20191105",2019-11-05 14:56:00,NA,NA,NA,NA,NA,NA,NA,1.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,0.0229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAYF","MAYF.SS.20191113",2019-11-13 17:12:00,NA,NA,NA,NA,NA,NA,NA,2.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.161,NA,NA,0.0697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAYF","MAYF.SS.20191203",2019-12-03 15:10:00,NA,NA,NA,NA,NA,NA,NA,2.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.419,NA,NA,0.0499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMB","TOMB.C0.20170112",2017-01-12 14:32:00,NA,5.22,0.018,0.257,3.5151,0.005,71.56,5.121,NA,19.2,0.1775,254.3,23.06,0,0.001,NA,0.017,11.95,0.103,NA,0.6524,0.043,7.65,0.005,5e-04,0.369,3.31,0.2394,0.28,18.57,NA,37.06,176.39,NA
"TOMB","TOMB.C0.20170124",2017-01-24 15:10:00,1.125,3.3397,0.02,0.3498,4.1699,0.008,62.7377,5.916,0.5501,6.7258,0.1943,213.9,20.902,5e-04,0.001,6.344,0.166,11.78,0.1049,0.005,0.5158,0.037,7.18,0.005,0.112,0.242,2.6715,0.2737,2.8357,12.1631,6200,33.3129,150.21,248
"TOMB","TOMB.C0.20170201",2017-02-01 15:10:00,1.137,5.3827,0.02,0.2736,3.4867,0.0058,66.3,5.288,0.6717,17.29,0.1251,269.9,23.6498,5e-04,0.001,5.507,0.092,12.36,0.0597,0.004,0.6618,0.036,7.51,0.005,0.143,0.371,2.773,0.1831,0.3488,16.0545,300,36.89,187.96,12
"TOMB","TOMB.C0.20170215",2017-02-15 14:54:00,1.001,6.4467,0.026,0.2581,3.3068,0.0057,59.89,4.884,0.7005,13.4202,0.1173,275.4,24.6495,5e-04,0.001,5.068,0.133,12.48,0.048,0.004,0.7226,0.038,7.36,0.005,0.1086,0.519,2.5429,0.1731,0.0582,15.9475,300,53.4431,193.95,12
"TOMB","TOMB.C0.20170302",2017-03-02 17:45:00,1.094,4.6542,0.046,0.3225,3.6773,0.0051,59.57,5.165,0.6029,12.3694,0.1287,220.15,20.3165,0.005,0.025,5.628,0.019,10.47,0.0948,0.0658,0.531,0.049,7.37,0.005,0.0446,0.304,2.4577,0.1918,0.0521,13.234,16000,34.5948,153.18,16
"TOMB","TOMB.C0.20170307",2017-03-07 15:22:00,0.997,3.0111,0.016,0.301,3.6621,0.0051,48.69,5.02,0.5227,13.6358,0.1253,199.87,18.2388,0.005,0.0095,4.952,0.125,9.935,0.0913,0.018,0.5018,0.033,7.32,0.005,0.0456,0.227,1.6914,0.1858,0.708,12.6292,200,26.2496,138.6,8
"TOMB","TOMB.C0.20170322",2017-03-22 14:01:00,0.831,4.2999,0.012,0.3048,3.2269,0.005,42.569,5.292,0.7313,8.4026,0.1452,166.12,16.7847,0.005,0.008,5.388,0.013,10.35,0.0922,0.011,0.6663,0.03,7.36,0.005,0.0418,0.297,1.4969,0.2055,1.1018,9.6539,200,31.4248,117.29,8
"TOMB","TOMB.C0.20170411",2017-04-11 14:14:00,0.91,3.845,0.009,0.2865,1.27,5e-04,54.27,6.696,0.6323,6.04,0.1688,149.6,16.808,0.005,0.022,6.629,0.032,9.011,0.0643,0.025,0.623,0.029,7.16,0,0.005,0.273,2.035,0.2516,0.157,6.89,1100,19.41,103.3,44
"TOMB","TOMB.C0.20170420",2017-04-20 14:28:00,0.782,3.2589,0.013,0.2523,3.4515,5e-04,47.215,6.274,0.6901,5.7801,0.1736,142.21,15.276,0.005,0.0375,6.486,0.031,10.43,0.1096,0.042,0.5796,0.031,7.21,0,0.005,0.278,2.0105,0.2506,0.0738,6.1912,100,18.2266,98.25,4
"TOMB","TOMB.C0.20170427",2017-04-27 09:03:00,NA,3.2707,0.016,0.7161,3.1997,0.0079,50.639,5.779,NA,6.2502,0.1552,153.69,15.405,0.005,0.0205,NA,0.069,9.542,0.1524,0.025,0.499,0.032,7.22,0,0.005,0.261,2.0255,0.2278,0.0536,7.4688,NA,18.6915,105.69,NA
