"siteID","sampleID","collectDate","ANC","Mg","NO2 - N","TPC","Si","Mn","HCO3","DOC","TN","Cl","UV Absorbance (280 nm)","conductivity","Ca","Br","TDP","TOC","NH4 - N","DIC","TPN","TP","TDN","Ortho - P","pH","CO3","F","NO3+NO2 - N","K","UV Absorbance (250 nm)","Fe","Na","TSS - Dry Mass","SO4","TDS","TSS"
"HOPB","HOPB.SS.20170117",2017-01-17 15:30:00,0.54,1.47,0.011,0.2566,5.1956,0.018,24.99,2.77,0.2222,25.89,0.0325,123.8,5.42,0,0.002,2.076,0.006,1.589,0.0782,0.003,0.2222,0.032,6.83,0.005,5e-04,0.071,0.72,0.058,0.058,19.12,0,5.11,85.67,0
"HOPB","HOPB.SS.20170125",2017-01-25 15:02:00,0.258,1.3032,0.007,0.2478,4.8452,0.0145,12.34,2.327,0.1408,29.52,0.0558,122.5,4.881,5e-04,0.001,2.312,0.077,1.238,0.0739,0.004,0.1525,0.027,6.87,0.005,0.111,0.037,0.7027,0.0831,0.6002,19.1089,0,6.4768,84.25,0
"HOPB","HOPB.SS.20170214",2017-02-14 15:40:00,0.369,1.3596,0.015,0.2815,4.7967,0.0155,21.58,1.862,0.1436,22.56,0.0512,112.3,5.0045,5e-04,5e-04,2.174,0.12,1.723,0,0.001,0.1604,0.031,6.74,0.005,0.168,0.079,0.6707,0.0695,0.0575,16.584,0,4.18,78.74,0
"HOPB","HOPB.SS.20170221",2017-02-21 14:55:00,0.052,1.4057,0.015,0.2855,4.7315,0.0207,2.62,2.037,0.1375,35.02,0.0734,121.4,5.2419,0.005,0.0035,2.205,0.032,1.612,0.0714,0.0184,0.0025,0.03,6.87,0.005,0.005,0.066,0.6411,0.0969,0.0714,18.3315,0,6.7081,83.47,0
"HOPB","HOPB.SS.20170306",2017-03-06 15:35:00,0.389,NA,NA,0.5441,NA,NA,21.85,NA,0.1827,NA,0.0541,141.64,NA,NA,NA,NA,NA,NA,0.0712,NA,0.1913,NA,6.75,0.005,NA,0.045,NA,0.0704,NA,NA,100,NA,NA,NA
"HOPB","HOPB.SS.20170316",2017-03-16 14:30:00,0.215,1.1001,0.009,0.438,4.7233,0.0145,13.014,1.818,0.2299,25.21,0.0396,101.28,4.2903,0.005,0.001,1.801,0.02,1.559,0.104,0.012,0.1926,0.023,6.71,0.005,0.005,0.085,0.3928,0.0547,0.4092,15.8569,0,3.42,71.23,0
"HOPB","HOPB.SS.20170320",2017-03-20 13:00:00,0.169,1.1192,0.008,0.2836,4.7355,0.0141,6.521,1.592,0.0276,25.89,0.041,97.53,4.2756,0.005,0.001,1.579,0.021,1.392,0.0838,0.008,0.1817,0.022,6.83,0.005,0.005,0.069,0.382,0.0624,0.4548,15.3456,0,4.25,67.94,0
"HOPB","HOPB.SS.20170329",2017-03-29 15:35:00,0.083,0.985,0.009,0.4804,3.6564,0.0156,4.862,3.485,0.1998,27.5456,0.077,97.42,4.121,0.005,0.005,3.346,0,1.178,0.1422,0.009,0.2584,0.023,6.76,0.005,0.005,0.056,0.312,0.1197,0.5353,15.421,100,4.9753,67.85,4
"HOPB","HOPB.SS.20170405",2017-04-05 14:05:00,0.01,0.799,0.021,0.395,4.11,0.01,0.41,3.469,0.2263,24.3,0.0928,76,3.013,0.005,0.001,3.291,0,0.9246,0.0258,0.001,0.1969,0.024,6.66,0,0.005,0.036,0.476,0.1299,0.041,13.053,100,4.56,52.2,4
"HOPB","HOPB.SS.20170411",2017-04-11 13:30:00,0.03,0.986,0.004,0.2918,5.59,0.01,1.32,2.577,0.1585,28.72,0.0921,96.6,3.758,0.005,0.002,2.522,0.031,1.309,0.007,0.006,0.1622,0.018,6.98,0,0,0.038,0.536,0.1207,0.039,15.457,100,5.43,66.5,4
"HOPB","HOPB.SS.20170417",2017-04-17 13:30:00,0.47,1.099,0.003,0.2703,2.06,0.013,27.46,2.911,0.1732,15.96,0.0604,112.6,4.361,0.005,0.005,2.751,0.062,1.655,0.0808,0.009,0.1434,0.017,6.87,0,0.005,0.034,0.585,0.087,0.058,15.982,0,4.58,77.5,0
"HOPB","HOPB.SS.20170426",2017-04-26 14:15:00,0.742,1.0022,0.017,1.386,3.9144,0.0097,38.954,3.736,0.2087,0.5065,0.1015,92.56,4.0259,6.7595,0.002,3.362,0.044,1.553,0.1792,0.004,0.1929,0.018,7.12,0,0.005,0.016,0.5712,0.1445,0.0798,12.61,0,4.7985,65.82,0
"HOPB","HOPB.SS.20170509",2017-05-09 09:46:00,0.075,1.0013,0.007,0.3761,4.1335,0.0107,4.511,2.654,0.2113,21.1592,0.0677,81.34,3.9797,0.005,0.0115,2.514,0.034,1.24,0.0618,0.016,0.1321,0.015,7.03,0,0.005,0.01,0.4886,0.0993,0.0743,11.398,500,5.3676,57.64,20
"HOPB","HOPB.SS.20170515",2017-05-15 09:55:00,0.068,0.8518,0.008,0.534,3.8015,0.0049,3.184,3.333,0.2251,17.1881,0.1046,63.21,3.3178,0.005,0.0145,3.375,0.038,1.181,0.067,0.017,0.1338,0.016,6.48,0,0.005,0.003,0.3945,0.1506,0.0704,9.1112,200,4.7802,45.21,8
"HOPB","HOPB.SS.20170710",2017-07-10 16:09:00,0.192,1.2593,0.015,0.4111,4.681,0.0232,11.45,3.575,0.2377,31.1754,0.1403,158.9,5.3619,0.005,0.0045,3.495,0.227,2.823,0.0099,0.007,0.2417,0.028,7.33,0,0.005,0.056,0.7387,0.1948,0.5972,17.287,100,3.1256,81.25,1
"HOPB","HOPB.SS.20170725",2017-07-25 12:30:00,0.16,1.3295,0,0.4342,4.5812,0.0312,8.29,3.683,0.219,35.8178,0.1554,172.8,5.7695,0.005,0.001,3.567,0.015,3.027,0.1378,0.0553,0.2222,0.044,7.44,0,0.005,0.035,0.7236,0.2125,0.8777,18.749,800,3.5385,85.67,8
"HOPB","HOPB.SS.20170906",2017-09-06 13:00:00,0.268,2.0505,0.0579,0.3563,1.7091,0.0341,13.95,3.431,0.1388,37.5408,0.1027,142.1,8.313,0.005,0.0024,3.315,0.0443,3.147,0.0716,0.005,0.1904,0.021,7.32,0,0.005,0.0572,1.0378,0.1445,0.4152,17.882,100,4.0956,100.1,2
"HOPB","HOPB.SS.20170912",2017-09-12 13:08:00,0.428,2.2388,0.0109,0.2812,1.946,0.0225,21.93,2.75,0.0153,34.9702,0.0821,139.8,8.2163,0.005,0.007,2.791,0.1254,3.36,0.1237,0.009,0.0059,0.007,7.28,0,0.005,0.0571,0.9945,0.1209,0.3649,18.165,171300,3.401,98.4,3426
"HOPB","HOPB.SS.20171017",2017-10-17 12:39:00,0.4,2.045,0.0185,0.3445,2.32,0.023,23.56,3.148,0.1597,28.56,0.0944,131.2,8.725,0.005,0.005,3.085,0.1183,3.445,0.1081,0.029,0.205,0.018,6.97,0.005,0.005,0.0374,1.369,0.1323,0.289,14.902,100,3.42,92.5,2
"HOPB","HOPB.SS.20171107",2017-11-07 14:18:00,2.27,1.224,0.0239,0.3352,0.25,5e-04,133.5,4.027,0.1225,23.46,0.1158,321.6,48.721,0.005,0.003,3.928,0.1259,1.968,0.101,0.004,0.1371,0.009,7.36,0.005,0.005,0.0096,0.336,0.1654,0.142,9.642,0,5.1262,226.4,0
"HOPB","HOPB.SS.20171113",2017-11-13 14:28:00,0.4,1.325,0.015,0.2994,0.26,5e-04,23.65,2.628,0.1214,1.01,0.0466,81.6,5.1082,0.005,0.008,2.409,0.1618,2.373,0.0352,0.009,0.1539,0.012,6.61,0.005,0.005,0.1171,0.221,0.0666,0.099,9.6801,200,13.9191,58.9,4
"HOPB","HOPB.SS.20171206",2017-12-06 15:50:00,0.207,1.242,0.01,0.467,0.26,5e-04,11.69,3.871,0,6.32,0.1244,118.3,4.66,0.005,0.019,4.067,0.1028,1.612,0.1031,0.021,0,0.008,7.5,0.005,0.005,0.0444,0.268,0.1739,0.145,9.0454,100,7.73,53.7,2
"HOPB","HOPB.SS.20171212",2017-12-12 14:25:00,0.498,0.527,0.0117,0.3238,0.247,5e-04,25.41,2.103,0,5.09,0.0673,119.7,4.6,0.005,0.019,2.333,0.1104,1.892,0.0593,0.022,0,0.009,7.13,0.005,0.005,0.0644,0.63,0.0983,0.114,8.575,100,5.76,47.6,2
"HOPB","HOPB.SS.20180125",2018-01-25 14:42:00,0.36,0.285,0.0125,0.3695,0.22,5e-04,15.69,2.084,0.1461,15.69,0.0287,88.54,6.332,0.005,0.006,2.263,0.1204,0.9796,0.1073,0.008,0.1429,0.067,6.65,0.005,1.15,0.082,0.481,0.0609,0.026,11.951,100,2.43,89.5,2
"HOPB","HOPB.SS.20180214",2018-02-14 15:10:00,0.72,0.807,0.0125,0.294,3.75,0.009,41.94,1.84,0.0703,1.74,0.0476,124.5,3.208,0.005,5e-04,1.769,0.0987,0.8908,0.1054,0.001,0.0704,0.052,6.85,0.005,0.005,0.0771,0.419,0.0673,0.026,14.202,400,5.73,86.4,8
"HOPB","HOPB.SS.20180220",2018-02-20 15:12:00,0.31,0.975,0.0116,0.3771,3.55,0.009,17.84,2.213,0.1506,24.56,0.0541,116,5.851,0.005,5e-04,2.176,0.1183,1.297,0.0913,0.001,0.1425,0.048,6.51,0.005,0.005,0.075,0.614,0.0814,0.043,15.361,200,3.05,82.9,4
"HOPB","HOPB.SS.20180228",2018-02-28 14:33:00,0.03,0.779,0.0148,0.2935,3.56,0.006,1.42,1.864,0.1208,22.83,0.0757,125.1,3.177,0.005,0.001,1.904,0,1.215,0.0709,0.002,0.1129,0.004,7.01,0.005,1.71,0.0592,0.459,0.108,0.034,14.658,200,5.15,88.7,4
"HOPB","HOPB.SS.20180306",2018-03-06 14:34:00,0.41,0.922,0.0159,0.3078,3.93,0.007,17.98,1.801,0.0433,28.53,0.0529,122.2,5.856,0.005,5e-04,1.748,0.0315,1.194,0.1018,0.001,0.0383,0.015,7.31,0.005,0.005,0.05,0.612,0.0736,0.034,18.431,0,3.67,86.4,0
"HOPB","HOPB.SS.20180312",2018-03-12 14:52:00,0.18,1.465,0.0169,0.2613,4.11,0.009,6.72,1.843,0.025,30.9,0.0597,124.1,5.235,0.005,0.007,1.863,0,1.193,0.013,0.01,0.0459,0.07,6.04,0.005,0.005,0.0467,0.538,0.0923,0.036,16.581,0,5.93,93.7,0
"HOPB","HOPB.SS.20180319",2018-03-19 14:21:00,0.19,3.061,0.016,0.3424,4.2,0.013,7.48,1.789,0.0218,48.24,0.0391,140.6,8.523,0.005,0.001,1.761,0.0172,1.259,0.0847,0.005,0.0153,0.092,5.79,0.005,0.005,0.0498,0.59,0.0575,0.045,19.524,0,2.05,99.64,0
"HOPB","HOPB.SS.20180329",2018-03-29 14:10:00,0.16,2.852,0.0131,0.3716,3.56,0.008,8.85,6.26,1.342,27.86,0.0632,119.2,6.721,0.005,0,6.886,0,1.131,0.06,0.035,1.134,0.063,6.53,0.005,0.005,0.0487,0.366,0.0949,0.05,10.895,0,5.47,85.36,0
"HOPB","HOPB.SS.20180514",2018-05-14 14:00:00,0.101,1.641,0.0152,0.3018,3.5121,0.006,6.02,2.408,0.3476,14.621,0.0762,108.4,2.011,0.015,5e-04,2.427,0.0259,2.009,0.0301,0.0916,0.3189,0.017,7.41,0.005,0.005,0.022,0.229,0.1148,0.0661,8.541,0,2.362,76.15,0
"HOPB","HOPB.SS.20180522",2018-05-22 14:33:00,0.305,NA,NA,0.3397,NA,NA,NA,NA,0.1244,NA,NA,108.95,NA,NA,NA,2.295,NA,NA,0.1181,0.0827,NA,NA,6.79,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"HOPB","HOPB.SS.20180604",2018-06-04 14:50:00,0.02,1.953,0.016,1.6404,4.2676,5e-04,1.066,3.954,0.2953,40.1366,0.1256,131.05,7.912,0.005,0.004,4.072,0.0128,2.834,0.1949,0.0756,0.1915,0.046,6.5,0.005,1.3956,0.0708,0.705,0.1831,0.0362,16.589,2700,2.877,91.735,54
"HOPB","HOPB.SS.20180619",2018-06-19 13:44:00,0.08,1.632,0.0287,0.3904,4.8598,5e-04,0.11,4.987,0.2228,32.6754,0.1501,102.69,5.3727,0.005,0.0184,5.108,0,2.4,0.0886,0.027,0.2105,0.015,6.93,0.005,0.005,0,0.616,0.21,0.0787,13.6,200,3.654,71.883,4
"HOPB","HOPB.SS.20180711",2018-07-11 14:20:00,0.39,1.941,0.0202,0.2998,5.73,5e-04,16.58,2.768,0.2162,28.59,0.0811,117.21,6.512,0.005,5e-04,2.766,0.0696,3.44,0.0882,0.055,0.2037,0.627,7.51,0.005,0.005,0.0863,0.541,0.111,0.0908,15.25,0,3.71,83.1,0
"HOPB","HOPB.SS.20180717",2018-07-17 15:16:00,0.04,1.877,0.0228,0.3252,5.15,5e-04,1.55,2.515,0.2015,37.8722,0.0864,119.49,6.039,0.005,5e-04,2.436,0.0194,3.593,0.0497,0.019,0.182,0.149,7.53,0.005,0.005,0.0743,0.703,0.1187,0.167,16.4,200,3.924,82.4,4
"HOPB","HOPB.SS.20181106",2018-11-06 14:26:00,0.17,0.974,0.0517,0.2948,4.7257,5e-04,7.12,3.576,0.2216,10.15,0.1029,49.17,2.9258,0.005,0.0192,3.611,0.0132,1.975,0.0782,0.054,0.2418,0.023,6.88,0.005,0.15,0,0.106,0.1435,0.081,6.162,300,3.903,34.42,6
"HOPB","HOPB.SS.20181113",2018-11-13 15:44:00,0.07,0.848,0.053,0.6146,4.05,5e-04,3.38,3.767,0.0052,11.33,0.1017,45.28,2.558,0.005,0.004,3.646,0.0603,1.833,0.114,0.006,0.0051,0.307,6.74,0.005,0.005,0,5e-04,0.1442,0.053,5.73,700,3.28,32.37,14
"HOPB","HOPB.SS.20190124",2019-01-24 14:58:00,0.56,1.29,0.0536,0.8792,5.52,5e-04,21.09,2.008,0.3675,19.15,0.044,110.26,4.782,0.005,0.004,2.261,0.1018,1.801,0.1446,0.012,0.274,0.437,6.72,0.005,0.52,0.0642,0.818,0.0626,0.051,16.4,700,6.96,78.69,14
"HOPB","HOPB.SS.20190129",2019-01-29 15:35:00,0.48,1.361,0.0576,0.3809,7.43,0.003,19.01,1.574,0.2438,14.81,0.0207,99.47,5.13,0.005,0.002,1.559,0.0912,1.866,0.0927,0.014,0.1996,0.07,7.45,0.005,1.06,0.0158,0.691,0.0332,0.022,13.73,400,9.34,70.42,8
"HOPB","HOPB.SS.20190214",2019-02-14 14:15:00,0.49,0.95,0.0527,0.4228,4.5362,5e-04,26.94,1.455,0.2526,4.32,0.0309,73.24,3.5901,0.005,0.069,1.419,0.0477,1.407,0.1137,0.281,0.2168,0.095,7.2,0.005,0.64,0.0143,0.438,0.0405,0.0285,10.2,500,5.652,52.38,10
"HOPB","HOPB.SS.20190226",2019-02-26 14:36:00,0.68,1.031,0.0396,0.3231,4.5428,0.016,39.42,1.697,0.2453,3.28,0.0364,87.14,3.7552,0.005,0.014,1.611,0.0882,1.89,0.1166,0.41,0.247,0.06,6.9,0.005,0.005,0.0215,0.49,0.0488,0.0285,13.3,400,5.535,61.38,8
"HOPB","HOPB.SS.20190306",2019-03-06 14:52:00,0.25,1.027,0.0397,0.3311,4.9681,0.013,9.75,1.177,0.1561,20.21,0.0058,86.94,4.1685,0.005,5e-04,1.269,0.0939,1.474,0.0121,0.131,0.1346,0.036,6.82,0.005,0.005,0.0409,0.58,0.009,0.0296,12.65,200,5.895,61.34,4
"HOPB","HOPB.SS.20190312",2019-03-12 14:12:00,0.18,1.139,0.0397,0.2858,4.6643,0.017,9.97,1.398,0.2325,25.2199,0.0287,100.89,4.6532,0.34,0.008,1.603,0.0949,1.458,0.0674,0.158,0.2209,0,7.63,0.005,0.005,0.0363,0.526,0.0411,0.034,15.61,100,5.502,69.51,2
"HOPB","HOPB.SS.20190321",2019-03-21 14:35:00,0.18,0.891,0,0.3173,4.0975,0.012,6.42,1.515,0.1791,20.8198,0.0306,82.42,3.6229,0.83,0.0225,1.549,0.2056,1.322,0.0928,0.016,0.164,0.035,6.64,0.005,0.005,0.024,0.448,0.0473,0.0373,12.63,100,5.07,58.94,2
"HOPB","HOPB.SS.20190328",2019-03-28 13:54:00,0.25,0.961,0,0.3383,4.403,0.007,11.08,1.347,0.146,20.2429,0.0364,87.41,3.6944,0.005,5e-04,1.437,0.0228,1.275,0.0322,0.038,0.1089,0.039,6.18,0.005,0.005,0,0.375,0.0513,0.0377,13.55,0,5.58,62.81,0
"HOPB","HOPB.SS.20190404",2019-04-04 13:06:00,0.25,0.904,0,0.3313,4.3022,0.008,10.04,1.717,0.196,17.0034,0.0332,76.14,3.5031,0.005,5e-04,1.762,0.11,1.927,0.1018,0.001,0.1632,0.036,6.54,0.005,0.005,0,0.407,0.0495,0.0425,11.74,0,5.574,52.96,0
"HOPB","HOPB.SS.20190409",2019-04-09 14:44:00,0.15,0.904,0,0.37,4.062,0.005,7.89,2.287,0.1811,16.2181,0.0483,72.43,3.1156,0.005,5e-04,2.221,0.0604,1.635,0.1406,0.127,0.1669,0.032,7.72,0.005,0.168,0,0.363,0.0726,0.041,10.82,0,5.043,49.63,0
"HOPB","HOPB.SS.20190415",2019-04-15 15:04:00,6.47,16.69,0,0.9957,9.5958,0.002,368.91,4.335,0.21,2.6948,0.128,692.22,57.1502,0.005,0.0133,4.391,0.069,1.585,0.2046,0.0459,0.215,0.033,7.66,0.005,0.005,0,4.122,0.1783,0.0044,58.74,1100,39.15,485.69,22
"HOPB","HOPB.SS.20190425",2019-04-25 13:30:00,0.73,0.842,0,0.3231,3.986,0.015,36.54,2.496,0.1621,1.5651,0.0585,77.69,3.2659,0.005,0.006,2.883,0.0527,1.702,0.1037,0.0353,0.1488,0.035,7.15,0.005,0.005,0.0028,0.383,0.0842,0.0303,12.04,300,5.157,53.68,6
"HOPB","HOPB.SS.20190624",2019-06-24 13:20:00,0.16,1.08,0,0.2699,4.8293,0.004,9.02,2.358,0.2182,18.84,0.1076,83.98,4.6806,0.005,0.0155,2.444,0.0644,3.249,0.1245,0.0445,0.2354,0.029,7.61,0.005,0.005,0.0978,0.456,0.1457,0.143,11.04,100,6.231,59.87,2
"HOPB","HOPB.SS.20190711",2019-07-11 12:34:00,0.32,1.238,0,0.2581,8.0246,0.001,13.59,2.434,0.2606,20.1377,0.0974,91.52,5.4369,0.005,0.0065,2.852,1.6082,3.893,0.1333,0.1907,0.2155,0.036,7.42,0.005,0.5828,0.1292,0.573,0.1302,0.0661,11.74,100,3.981,65.21,2
"HOPB","HOPB.SS.20190717",2019-07-17 12:35:00,0.29,1.309,6e-04,0.2232,8.2364,0.002,15.01,2.381,0.2449,19.4192,0.074,91.73,5.7327,0.005,0.0125,2.605,0.0743,4.27,0.1204,0.3385,0.245,0.036,6.85,0.005,0.4285,0.1345,0.603,0.0978,0.1188,11.3,300,3.825,65.82,6
"HOPB","HOPB.SS.20190813",2019-08-13 13:54:00,0.42,1.186,0,0.2181,7.35,0.006,22.85,2.414,0.1678,10.72,0.0699,112.5,4.922,0.005,0.005,2.587,0.0073,4.084,0.114,0.17,0.2146,0.042,7.3,0.005,0.54,0.0971,0.578,0.094,0.033,9.607,500,NA,79.2,10
"HOPB","HOPB.SS.20190909",2019-09-09 15:05:00,NA,NA,0,0.2097,NA,NA,NA,2.929,0.1574,NA,0.0435,NA,NA,NA,NA,11.66,0.0291,3.768,0.1178,NA,0.1968,0,NA,NA,NA,0.0614,NA,0.0648,NA,NA,NA,NA,NA,NA
"HOPB","HOPB.SS.20190924",2019-09-24 13:37:00,NA,NA,0,0.2286,NA,NA,NA,2.602,0.2439,NA,0.0342,NA,NA,NA,NA,4.242,0.018,4.141,0.0933,NA,0.243,0.022,NA,NA,NA,0.1106,NA,0.0508,NA,NA,NA,NA,NA,NA
"HOPB","HOPB.SS.20191009",2019-10-09 14:29:00,NA,NA,NA,0.1776,NA,NA,NA,2.91,0.099,NA,0.0476,NA,NA,NA,NA,3.04,NA,2.985,0.1268,NA,0.1104,NA,NA,NA,NA,NA,NA,0.0687,NA,NA,NA,NA,NA,NA
"HOPB","HOPB.SS.20191105",2019-11-05 15:17:00,NA,NA,NA,NA,NA,NA,NA,3.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.158,NA,NA,0.0918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HOPB","HOPB.SS.20191209",2019-12-09 14:11:00,NA,NA,NA,NA,NA,NA,NA,1.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.362,NA,NA,0.1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POSE","POSE.SS.20170110",2017-01-10 13:54:00,1.97,5.04,0.01,0.3223,12.3675,0.002,65.21,1.168,0.5919,0.81,0.0709,123.4,12.9,0,0.002,1.196,0,12.15,0.0813,0.003,0.6134,0.035,7.4,0.005,5e-04,0.499,0.32,0.074,0.029,4.21,0,5.38,85.64,0
"POSE","POSE.SS.20170124",2017-01-24 14:29:00,0.601,2.9419,0,0.3027,8.7523,0.003,34.47,3.222,0.6494,0.7148,0.0802,85.26,7.6398,5e-04,5e-04,3.556,0.064,6.647,0.0146,0.001,0.6801,0.034,7.45,0.005,0.121,0.586,0.5581,0.1188,1.4045,2.5836,100,6.0372,59.87,4
"POSE","POSE.SS.20170131",2017-01-31 13:45:00,0.785,3.9355,0.016,0.2945,10.6864,0.0011,44.75,1.298,0.5072,2.2254,0.027,110.2,9.8472,5e-04,5e-04,1.333,0.069,8.992,0.0603,0.001,0.543,0.034,7.68,0.005,0.124,0.475,0.2747,0.0379,0.1513,3.5742,0,6.1615,76.21,0
"POSE","POSE.SS.20170214",2017-02-14 13:31:00,0.785,3.952,0.014,0.3894,10.2185,8e-04,46.98,1.246,0.4786,2.2886,0.0423,101.1,10.1385,5e-04,5e-04,1.203,0.046,10.37,0.1221,0.001,0.4933,0.034,7.56,0.005,0.174,0.484,0.2597,0.0539,0.0189,3.1759,0,5.1628,71.85,0
"POSE","POSE.SS.20170228",2017-02-28 16:37:00,1.128,3.9896,0.014,0.5295,10.474,0.0017,48.67,1.119,0.4791,2.6883,0.0422,106.3,10.3485,0.005,0.016,1.328,0.156,11.46,0.0819,0.0194,0.467,0.034,7.67,0.005,0.005,0.394,0.3072,0.0556,0.0151,3.3,4000,4.3463,75.69,4
"POSE","POSE.SS.20170502",2017-05-02 14:09:00,0.952,4.3017,0.004,0.3729,12.138,5e-04,57.843,1.504,0.3187,1.7663,0.0488,113.93,11.986,0.005,0.027,2.745,0.064,11.22,0.0881,0.031,0.3917,0.027,7.71,0,0.005,0.243,0.3317,0.0677,0.0265,3.6862,500,5.7045,81.69,20
"POSE","POSE.SS.20170509",2017-05-09 13:22:00,0.842,3.6927,0.007,0.5222,11.069,5e-04,44.682,1.328,0.4117,1.6398,0.0381,99.36,10.198,0.005,0.0255,1.285,0.017,8.7,0.1142,0.031,0.4246,0.025,7.62,0,0.005,0.39,0.2979,0.0561,0.0716,2.9313,600,6.853,65.47,24
"POSE","POSE.SS.20170523",2017-05-23 12:45:00,0.91,4.247,0.008,0.4713,12.18,5e-04,54.68,1.195,0.5327,2.27,0.0505,110.3,11.647,0.005,0.018,2.087,0.039,10.72,0.1558,0.037,0.4903,0.019,7.64,0,0.005,0.4,0.187,0.0644,0.007,3.403,1500,5.52,76.1,60
"POSE","POSE.SS.20170613",2017-06-13 12:30:00,1.08,4.6982,0.006,0.7004,13.161,5e-04,62.54,1.413,0.6129,2.6253,0.0343,121.1,12.701,0.005,0.0097,1.429,0.145,11.23,0.0297,0.0303,0.5958,0.017,7.65,0,0.005,0.437,0.2379,0.0481,5e-04,3.9701,700,4.4591,85.1,7
"POSE","POSE.SS.20170620",2017-06-20 12:43:00,1.24,4.767,0,0.7842,13.195,5e-04,63.28,1.628,0.6059,2.4473,0.0359,142.2,13.225,0.005,0.0266,4.568,0.089,12,0.0404,0.029,0.5002,0.036,7.68,0,0.005,0.409,0.2556,0.0592,5e-04,3.9033,2800,3.9591,100.2,28
"POSE","POSE.SS.20170724",2017-07-24 13:03:00,1.21,5.1707,0.0105,1.01,13.258,5e-04,72.98,2.336,0.4095,2.5223,0.0631,156.3,14.561,0.005,0.003,1.997,0.0213,14.37,0.0539,0.1286,0.4197,0.054,8.01,0,0.005,0.3187,0.4221,0.0893,5e-04,4.1791,3600,2.9639,95.64,36
"POSE","POSE.SS.20170808",2017-08-08 12:37:00,1.12,4.4922,0.0105,0.8511,11.015,5e-04,61.99,2.78,0.454,2.4855,0.0542,118.1,12.7,0.005,0.0365,2.734,0.0242,13.79,0.0696,0.1375,0.4434,0.038,7.97,0,0.005,0.3475,0.4327,0.0821,0.0164,3.3821,1700,2.8241,81.26,34
"POSE","POSE.SS.20170821",2017-08-21 13:38:00,1.37,4.6966,0.003,1.3385,11.548,0.0059,75.45,1.999,0.2801,2.5119,0.0505,121.4,13.526,0.005,0.0261,2.025,0.0351,14.8,0.0844,0.0572,0.2658,0.041,8.28,0,0.005,0.2533,0.3822,0.0745,0.0049,3.6669,1800,2.6127,85.9,36
"POSE","POSE.SS.20170919",2017-09-19 14:37:00,1.507,5.7351,0.0104,0.5551,10.569,0.0027,86.94,1.973,0.064,2.5095,0.0624,153.9,17.281,0.005,0.0316,1.92,0.0964,16.17,0.1214,0.041,0.0745,0.034,7.78,0,0.005,0.1644,0.5822,0.0782,0.0194,3.9501,1000,2.2118,108.9,20
"POSE","POSE.SS.20171003",2017-10-03 12:41:00,1.75,6.595,0.0219,1.4993,10.62,0.018,96.14,1.972,0,2.98,0.0486,171.2,18.954,0.005,0.036,1.878,0.0904,16.62,0.1419,0.094,0.0286,0.03,7.77,0.005,0.005,0.0928,0.866,0.069,0.018,4.361,200,2.2,120.7,4
"POSE","POSE.SS.20171010",2017-10-10 13:00:00,1.95,6.168,0.006,0.5632,4.61,5e-04,88.54,3.985,0.2137,3.75,0.1042,164.2,18.697,0.005,0.022,3.818,0.101,15.25,0,0.181,0.2605,0.033,7.67,0.005,0.005,0.0477,1.595,0.1494,0.036,3.417,1200,4.33,115.7,24
"POSE","POSE.SS.20171120",2017-11-20 13:47:00,1.19,5.654,0.0328,1.323,0.38,5e-04,70.25,1.754,0,5.47,0.0377,139.4,15.213,0.005,0.01,1.612,0.1158,14.62,0.0824,0.021,0,0.011,7.28,0.005,1.41,0.4324,5e-04,0.0541,5e-04,3.3687,300,0.03,98.6,6
"POSE","POSE.SS.20171128",2017-11-28 15:22:00,1.16,5.645,0.0143,0.4516,0.38,5e-04,66.52,1.485,0,7.79,0.0337,142.7,15.266,0.005,0.021,1.427,0.1102,14.03,0.0314,0.022,0,0.013,8.56,0.005,1.4204,0.1187,5e-04,0.0483,5e-04,3.4349,300,0,105.9,6
"POSE","POSE.SS.20171206",2017-12-06 16:01:00,1.111,5.773,0.0116,0.571,0.38,5e-04,66.94,1.708,0,0,0.0384,143.7,15.707,0.005,0.012,1.59,0.1045,13.96,0.1269,0.015,0,0.014,7.75,0.005,2.66,0.0483,5e-04,0.0561,5e-04,3.5756,600,9.72,101.2,12
"POSE","POSE.SS.20171212",2017-12-12 15:59:00,NA,4.999,0.0174,0.5954,0.349,5e-04,19.22,1.38,NA,10.95,0.0388,NA,14.602,0.005,0.015,NA,0.2011,13.78,0.121,NA,0.0079,0.013,NA,0.005,3.12,0.1866,0.341,0.0512,5e-04,3.402,NA,12.42,92.6,NA
"POSE","POSE.SS.20180109",2018-01-09 14:45:00,0.73,4.566,0.0129,0.4377,0.36,5e-04,38.95,1.556,0.5678,13.3,0.0457,132.69,13.368,0.005,0.029,1.399,0.1127,12.31,0.1018,0.032,0.5157,0.062,7.39,0.005,0.005,0.4294,0.534,0.0612,0.002,3.789,600,6.87,93.5,12
