"uid","recorduid","domainID","siteID","namedLocation","collectedBy","startDate","collectDate","streamStage","streamStageUnits","handheldDeviceID","velocitySensorID","filterParamTime","stationEntryTest","flowCalculation","waterEdge","totalDischarge","totalDischargeUnits","samplingProtocolVersion","averageVelocityUnits","waterDepthUnits","tapeDistanceUnits","flowCalcQF","dischargeUnitsQF","streamStageUnitsQF","averageVelocityUnitsQF","waterDepthUnitsQF","tapeDistanceUnitsQF","lowVelocityFinalQF","dataQF"
"872c59bb-d9b2-4f2c-95ac-1da2de29e31f","aeb8ad8c-cb7e-4d90-b77f-745f6caf56d3","D06","KING","KING.AOS.discharge","JKUKU","2017-06-22T13:22Z","2017-06-22T13:22Z",0.32,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",39.07,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,26,NA
"e79eede6-da40-4542-ab15-df7224ab8168","cce73bd3-3bbe-4b4f-9036-8071b6d61839","D06","KING","KING.AOS.discharge","JKUKU","2017-07-20T12:23Z","2017-07-20T12:23Z",0.35,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",3.79,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,80,NA
"2d48dd27-f416-4d38-b963-d7bcf47eb2b7","92d9645b-886b-4785-9434-53a365c66256","D06","KING","KING.AOS.discharge","JKUKU","2017-08-01T12:59Z","2017-08-01T12:59Z",0.34,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",1.24,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,80,NA
"b779b3a8-840d-46fc-be6a-e7404e6e800e","75f36a3c-2a81-4406-9398-861b19d5591d","D06","KING","KING.AOS.discharge","JKUKU","2017-09-05T13:35Z","2017-09-05T13:35Z",0.29,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",-0.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,70,NA
"3bf40317-31cc-4b7f-a742-badd6a403e62","61b824a3-54d6-491e-8421-71a0edd6341d","D06","KING","KING.AOS.discharge","JKUKULSKI","2017-10-23T13:18Z","2017-10-23T13:18Z",0.38,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Left edge water",0.24,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,85,NA
"82278068-81e4-4925-aab0-a56300d84bcd","42f9245a-cd85-463f-a32d-f363660ecde2","D06","KING","KING.AOS.discharge","JKUKU","2019-05-10T14:39Z","2019-05-10T14:39Z",0,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",678,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"2befb073-57b9-4ba5-9699-6f733f08b635","4b9f87cd-34c3-4139-9de6-9e9f6d1d5227","D06","KING","KING.AOS.discharge","ARIDDLE","2019-05-22T15:34Z","2019-05-22T15:34Z",NA,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",750.6,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"73c97cb6-5c3d-4cd8-9eee-18ed7e91ad5c","bbe2a3a9-7a8b-416e-8596-cea65c100eb7","D06","KING","KING.AOS.discharge","EGAWANDA","2019-06-21T16:11Z","2019-06-21T16:11Z",0.6,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",126.2,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"868a92af-4259-4f80-91c6-8bfc42339523","1c9b32f9-472e-412e-b861-18bc896883ac","D06","KING","KING.AOS.discharge","JKUKU","2019-06-28T15:04Z","2019-06-28T15:04Z",0.64,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Left edge water",159,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,18,NA
"9dca128f-13fd-464e-b48d-219fb12945d9","f7f594c7-5cb8-4135-af10-1f00744ca893","D06","KING","KING.AOS.discharge","EGAWANDA","2019-07-02T14:54Z","2019-07-02T14:54Z",0.61,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Left edge water",122.6,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,31,NA
"502a1dbe-76f7-40be-be66-72b8748c3682","4e98fabc-abef-4d70-8650-ff605539ecb1","D06","KING","KING.AOS.discharge","JKUKU","2019-07-08T15:03Z","2019-07-08T15:03Z",0.62,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",115.8,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,19,NA
"7e66eade-7292-4ed8-bc9c-f1c41dddd494","f2e3789b-e2b6-4563-abfc-24f307bd72fb","D06","KING","KING.AOS.discharge","EGAWANDA","2019-07-16T15:10Z","2019-07-16T15:10Z",0.58,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",66.17,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,27,NA
"dbb85e4c-09f5-46c9-8e73-e5b4d4f0cf7f","b6d4fc0d-f624-4d5c-97f0-cc6b95755e94","D06","KING","KING.AOS.discharge","ARIDDLE","2019-07-25T16:54Z","2019-07-25T16:54Z",0.53,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",23.3,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,34,NA
"d35b2b30-512d-4d25-bfcb-9b5faed5c56a","3655a0ae-4099-4bad-86b8-14483d8a3e0c","D06","KING","KING.AOS.discharge","EGAWANDA","2019-08-05T14:58Z","2019-08-05T14:58Z",0.51,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",12.61,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,26,NA
"9ea9c5fd-01f8-4e3d-b8b7-e0305fa56897","a69a9991-299a-47a5-b41b-9cf69b37510b","D06","KING","KING.AOS.discharge","JKUKU","2019-08-07T16:07Z","2019-08-07T16:07Z",0.53,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",28.99,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,35,NA
"0578fc64-32af-43dd-9352-a94128c9fd3b","72c594d1-13fb-4cba-8567-dc556110d65e","D06","KING","KING.AOS.discharge","EGAWANDA","2019-08-22T14:22Z","2019-08-22T14:22Z",0.52,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",22.47,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,23,NA
"208ee5d8-e8a6-4550-8565-d7758b2bb2a5","830add88-d470-49a6-a873-2deba0b70540","D06","KING","KING.AOS.discharge","EGAWANDA","2019-09-30T05:03Z","2019-09-30T05:03Z",0.55,"meter",336807,151880337611,40,"Non-fixed","Mid-section","Right edge water",17.1,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter",0,0,0,0,0,0,18,NA
"001dda26-a572-47c3-ae64-9951ac280817","51030f6d-623b-49d6-bdb5-986d105cf989","D06","MCDI","MCDI.AOS.discharge","BDOWNER","2016-03-03T20:11Z","2016-03-03T20:11Z",0.22,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.08,"cubicMetersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,1,0,0,0,0,43,NA
"7dcca174-15f9-4532-9226-930add7c74af","13bf0fc2-e8a8-470a-8bd3-12aba4ff141a","D06","MCDI","MCDI.AOS.discharge","BDOWNER","2016-05-12T14:21Z","2016-05-12T14:21Z",0.3,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.17,"cubicMetersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,1,0,0,0,0,0,NA
"fa8fe1fb-7029-43a9-bb9d-97036aacf912","5da451ed-1053-4b8f-be9f-d23dc472f3b5","D06","MCDI","MCDI.AOS.discharge","BDOWNER","2016-06-14T13:58Z","2016-06-14T13:58Z",0.31,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.11,"cubicMetersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,1,0,0,0,0,33,NA
"8436da88-2b7d-4de8-b900-6d0753a2d7d4","b03bce70-8b1e-4d04-a233-76df1ab1e9f7","D06","MCDI","MCDI.AOS.discharge","BDOWNER","2016-06-30T16:29Z","2016-06-30T16:29Z",0.26,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Left edge water",0.03,"cubicMetersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,1,0,0,0,0,43,NA
"b1c47c1c-0c1d-4f49-8b41-19c215999d3b","b9329f32-3fbc-4344-a905-63852fc5b95a","D06","MCDI","MCDI.AOS.discharge","BDOWNER","2016-07-15T14:52Z","2016-07-15T14:52Z",0.25,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.03,"cubicMetersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,1,0,0,0,0,35,NA
"6de57a62-563c-481c-ba4a-512d8263ff16","10ae119a-09a4-468e-b540-5ceecf7bfd9d","D06","MCDI","MCDI.AOS.discharge","BDOWNER","2016-08-11T13:27Z","2016-08-11T13:27Z",0.26,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Left edge water",30.18,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,35,NA
"2b80c3f5-21e4-40ff-8f21-898e79a1cf48","b0f69bd1-152b-4d93-9103-bcb6039c16fa","D06","MCDI","MCDI.AOS.discharge","ZBUCK","2016-11-29T22:49Z","2016-11-29T22:49Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",19.36,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,15,NA
"7d392074-0637-4c3c-9ce3-22a90616b2d2","91267b2c-6626-42f3-996b-e16308874a8c","D06","MCDI","MCDI.AOS.discharge","ATAJCHMAN","2016-12-16T17:29Z","2016-12-16T17:29Z",0.53,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",13.86,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,15,NA
"2be2850d-b718-440f-9341-076aa54f7a94","f6a15e7a-c2dc-4dc6-8f77-17b9aaadcecb","D06","MCDI","MCDI.AOS.discharge","KKELLY","2016-12-29T06:36Z","2016-12-29T06:36Z",0.52,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",16.23,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"fb088b3e-747b-45ee-99e7-f37279df8cd5","d7ae60a9-d6d1-4bef-81da-9aab54335916","D06","MCDI","MCDI.AOS.discharge","ATAJCHMAN","2017-01-24T16:18Z","2017-01-24T16:18Z",0.53,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",40.08,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"09226db4-f371-4f9d-a7e6-fe9286f610a1","cda338d3-dbed-47c1-9cab-25bb5bb67c6c","D06","MCDI","MCDI.AOS.discharge","FBOUCHARD","2017-02-14T16:25Z","2017-02-14T16:25Z",0.52,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Left edge water",8.39,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"8782c83b-5d9f-4ade-bff3-1240b9998be4","3017031f-fb66-4b20-be84-7cf4486ea26f","D06","MCDI","MCDI.AOS.discharge","ZBUCK","2017-03-02T06:00Z","2017-03-02T06:00Z",0.5,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",14.1,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"dd2aef48-77e8-48cd-a137-c46a7873d45d","06a981b7-bbbd-4a31-958f-90b161561055","D06","MCDI","MCDI.AOS.discharge","ZBUCK","2017-03-02T06:00Z","2017-03-02T06:00Z",0.5,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",14.1,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"56d55c17-0be8-499c-b5ac-a681215be369","199cc939-16f0-40ca-95cb-2e0fe6d7126b","D06","MCDI","MCDI.AOS.discharge","MPO","2017-04-07T13:59Z","2017-04-07T13:59Z",1.1,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",476,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,0,NA
"24f21de5-8b5f-485b-a5db-71be66b54dad","db4504db-0465-4516-8403-9472e60a5fa2","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-05-05T14:13Z","2017-05-05T14:13Z",0.48,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",137.6,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,20,NA
"d2d9f2d7-0900-4a9f-94ff-f569e4374540","b2b87bf8-83c3-49d3-b221-bf6c1d388868","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-05-08T14:25Z","2017-05-08T14:25Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",146.2,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,20,NA
"31a60141-6653-4f78-9474-2a4638d97016","d456252f-e02a-4b99-be21-d8c561d13d15","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-05-15T14:44Z","2017-05-15T14:44Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",51.52,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,20,NA
"667abcca-3929-40a8-980e-034d500e63a8","96d6d217-a56c-48c5-9a6f-4b37dc515872","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-05-25T14:20Z","2017-05-25T14:20Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",162.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,40,NA
"9ce8a9ee-64ba-49a7-80e0-782235c46c28","48e629ef-8cac-472b-afea-2ae9dca03c4a","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-05-31T13:36Z","2017-05-31T13:36Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",84.33,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,25,NA
"f8361abe-437e-4ea7-9d56-577c93f53f1d","c386e0fd-c503-461a-ad44-9efd98f38c36","D06","MCDI","MCDI.AOS.discharge","JKUKU","2017-06-12T14:24Z","2017-06-12T14:24Z",0.36,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Left edge water",52.14,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,29,NA
"c5bb3ffe-7fe3-4296-8b1e-eb9e1d92adf7","18eebbf6-40fb-4079-9b2e-7862ccae5adc","D06","MCDI","MCDI.AOS.discharge","JKUKU","2017-06-21T14:20Z","2017-06-21T14:20Z",0.41,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",42.68,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,38,NA
"55fafa33-345e-40d6-98d9-3df3f18ca42f","754084ea-f13f-4588-9e49-9745ec07ef2e","D06","MCDI","MCDI.AOS.discharge","JKUKU","2017-07-05T13:19Z","2017-07-05T13:19Z",0.31,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",8.96,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,35,NA
"90435a37-3cd7-40c3-86e6-fc4e19d90529","052cc896-c876-4c5a-84c3-efef4cf69879","D06","MCDI","MCDI.AOS.discharge","JKUKU","2017-07-12T13:55Z","2017-07-12T13:55Z",0.49,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",74.6,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,10,NA
"286ec51c-2cfd-43a0-a42a-e26164ede15f","31067246-ce81-4b95-8b40-1b9e6d3ea278","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-07-28T13:16Z","2017-07-28T13:16Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",24.48,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,25,NA
"d89d27b7-372e-42eb-a7fc-5802773aeaf5","afc9396e-717f-4093-a78b-838525e885bb","D06","MCDI","MCDI.AOS.discharge","ATAJCHMAN","2017-08-22T13:55Z","2017-08-22T13:55Z",0,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",46.32,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,35,NA
"e8183704-0863-470c-bf4a-baf20192bb18","19d48491-95c3-400e-8809-9074372fd516","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-11-14T17:10Z","2017-11-14T17:10Z",0.72,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",1.89,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,75,NA
"5524d4b2-8c28-4451-a6bb-4aaac5425b73","5009b0a5-ed72-470c-ad26-e740a4b92d7c","D06","MCDI","MCDI.AOS.discharge","JKUKULSKI","2017-11-29T17:38Z","2017-11-29T17:38Z",0.7,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",1.88,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,71,NA
"2247b20f-d7de-4cf4-8585-2abe5e4c3afb","f5c3136c-1229-4bc0-abd5-bd429faeb08a","D06","MCDI","MCDI.AOS.discharge","JKUKULSKI","2017-12-08T22:24Z","2017-12-08T22:24Z",0.7,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.14,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,65,NA
"856103f9-28db-4cb0-ac48-381f95d5da3b","1aa933cb-08b0-4cf2-8b4a-76ce4788d30b","D06","MCDI","MCDI.AOS.discharge","EGAWANDA","2017-12-15T06:58Z","2017-12-15T06:58Z",0.71,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.58,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,60,NA
"50fb2815-4572-4ea1-8165-71874b1ed800","0e45758d-7436-438a-b8c8-c20fcab20b6b","D06","MCDI","MCDI.AOS.discharge","JKUKULSKI","2017-12-22T19:10Z","2017-12-22T19:10Z",0.7,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",-0.86,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,85,NA
"bb30a06e-71f2-4fee-bb3b-2dbc71fd2285","e2cb74e8-8c4d-4bb7-ad12-533d4d309bd4","D06","MCDI","MCDI.AOS.discharge","JKUKULSKI","2018-03-13T14:36Z","2018-03-13T14:36Z",0.66,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.43,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,42,NA
"057493ed-f9a1-4933-b3e0-7aabec452193","d5f3657c-02f4-4a8d-b9ce-49eeb2acea66","D06","MCDI","MCDI.AOS.discharge","JKUKULSKI","2018-03-15T05:06Z","2018-03-15T05:06Z",0.65,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.18,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,65,NA
"8500ea26-8b0a-4f01-8072-4a4574df5659","9838c560-0837-4fd0-9c21-d12e968bf1e3","D06","MCDI","MCDI.AOS.discharge","JKUKU","2018-03-28T14:16Z","2018-03-28T14:16Z",0.65,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.14,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,65,NA
"761de605-7664-4aad-8ab5-21348b7f9bb9","ae8c3123-019a-401f-a9a8-a1b5bb88d6b9","D06","MCDI","MCDI.AOS.discharge","MPAGAN","2018-04-16T14:08Z","2018-04-16T14:08Z",0.64,"meter",336807,151880337611,30,"Non-fixed","Mid-section","Right edge water",0.69,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter",0,0,0,0,0,0,86,NA
