"siteID","sampleID","collectDate","DIC","HCO3","Si","SO4","pH","TPN","Cl","CO3","NO2_N","TPC","UV_Absorbance_280_nm","Fe","DOC","Mn","TSS","TSS_Dry.Mass","K","Ca","TP","F","TOC","TDP","TDS","Mg","ANC","NO3_NO2_N","OrthoP","NH4_N","UV_Absorbance_250_nm","TDN","conductivity","Na","TN","Br","specificConductance"
"BLWA","BLWA.C0.20180918","9/18/18 18:30",16.08,79.56,3.3112,58.89,7.92,0.1031,12.41,0.005,0.0328,0.3697,0.0551,5e-04,3.488,5e-04,4,200,2.291,20.84,0.0682,2.21,3.469,0.0104,211.14,12.75,1.35,0.0381,0.089,0.0072,0.085,0.283,301.22,19.8,0.3687,0.005,NA
"BLWA","BLWA.C0.20181016","10/16/18 18:05",17.58,85.3,3.8302,85.5,7.87,0.1024,17.5765,0.005,0.0263,0.2752,0.0434,5e-04,2.83,5e-04,4,200,2.631,25.6826,0.0841,0.005,3.022,0.0035,330.12,15.12,1.94,0.1283,0,0.0308,0.0712,0.3418,328.2,24.74,0.4685,0.005,NA
"BLWA","BLWA.C0.20181016.2","10/16/18 18:05",NA,NA,NA,NA,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,NA,0.1273,NA,3.391,NA,NA,NA,1.42,NA,NA,NA,NA,NA,327.3,NA,0.4758,NA,NA
"BLWA","BLWA.C0.20181106","11/6/18 18:45",18.24,96.33,2.5857,87.57,7.88,0.0629,6.6228,0.005,0.0522,0.2757,0.042,0,2.81,5e-04,0,0,5e-04,24.2608,0.114,0.005,3.114,5e-04,241.56,15.73,1.62,0.0217,0.009,0,0.0638,0.368,343.3,24.9,0.4368,0.005,NA
"BLWA","BLWA.C0.20181119","11/19/18 20:00",18.3,82.87,3.06,98.67,7.7,0.1052,9.56,0.005,0.0538,0.2875,0.0636,0.003,3.093,5e-04,12,600,5e-04,25.869,0.0964,1.62,3.201,0.009,263.52,16.65,1.53,0.2715,0.177,0.0892,0.095,0.5155,378.41,25.11,0.611,0.005,NA
"BLWA","BLWA.C0.20181212","12/12/18 17:20",12.85,59.41,2.99,61.05,7.44,0.0938,4.7,0.005,0.0435,0.3079,0.1151,0.112,2.745,5e-04,70,3500,1.644,18.925,0.0943,0.005,3.491,0.021,167.43,11.11,1.82,1.0772,0.166,0.1097,0.1506,1.183,238.43,10.56,1.296,0.005,NA
"BLWA","BLWA.C0.20181220","12/20/18 17:33",9.209,45.11,2.88,35.4,7.62,0.1697,3.59,0.005,0.0562,0.2864,0.0736,0.022,3.38,5e-04,20,1000,1.058,13.11,0.1434,0.005,3.821,0.004,105.64,7.615,0.83,0.6009,0,0.0477,0.1051,0.8271,154.26,5.78,0.8823,0.005,NA
"BLWA","BLWA.C0.20190115","1/15/19 16:15",7.255,52.7,4.93,49.62,7.6,0.1098,4.36,0.005,0.0577,0.2443,0.0682,5e-04,3.201,5e-04,16,800,2.544,18.993,0.016,0.88,2.895,0.003,158.24,9.09,0.93,0.6721,0.17,0.0666,0.0964,0.9746,225.46,8.019,0.8317,0.06,NA
"BLWA","BLWA.C0.20190121","1/21/19 16:00",7.544,65.29,4.77,58.5,7.45,0.0709,0.45,0.005,0.0596,0.2787,0.0321,5e-04,2.253,5e-04,20,1000,2.415,20.065,0.025,1.04,2.281,0.008,38.42,10.45,1.28,0.6026,0.083,0.0662,0.049,0.8026,53.18,9.272,0.8482,0.005,NA
"BLWA","BLWA.C0.20190128","1/28/19 16:00",7.832,57.69,4.54,50.01,6.93,0.1148,3.6,0.005,0.0587,0.2925,0.0476,0.011,3.03,0.004,38,1900,2.474,19.882,0.0651,1.06,3.184,0.022,148.67,9.034,1.21,0.5322,0.258,0.1033,0.0687,0.7494,210.95,8.192,0.7817,0.005,NA
"BLWA","BLWA.C0.20190214","2/14/19 15:38",7.913,39.42,3.1688,29.322,7.24,0.0911,6.2106,0.005,0.0605,0.3219,0.0634,0.05,3.036,0.02,34,1700,1.531,14.6183,0.0636,1.61,3.465,0.0017,108.41,5.447,0.72,0.5651,0,0.0872,0.0896,0.7697,152.95,6.351,0.8806,0.005,NA
"BLWA","BLWA.C0.20190218","2/18/19 16:00",7.805,33.47,3.1308,34.95,7.56,0.102,6.9191,0.005,0.0325,0.2628,0.0459,0.0028,2.983,0.002,20,1000,1.411,12.8574,0.205,0.21,2.977,0.0017,104.52,6.197,0.56,0.5406,0.34,0.0748,0.0699,0.7381,147.15,6.232,0.8377,0.005,NA
"BLWA","BLWA.C0.20190313","3/13/19 15:00",NA,NA,NA,NA,7.6,0.1023,NA,NA,NA,0.3035,NA,NA,NA,NA,NA,1100,NA,NA,0.247,NA,2.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6606,NA,NA
"BLWA","BLWA.C0.20190319","3/19/19 15:15",8.117,37.56,2.8603,39.12,7.43,0.0955,4.4734,0.005,0,0.2933,0.0359,0.0909,2.567,0.012,8,400,1.312,14.189,0.06,0.005,2.838,0.0149,26.95,6.871,0.76,0.5023,0.04,0.1505,0.051,0.6201,35.96,5.986,0.6478,0.005,NA
"BLWA","BLWA.C0.20190321","3/21/19 15:00",8.791,37.56,2.7514,39.72,6.8,0.1145,7.8802,0.005,0,0.2686,0.0405,0.0604,2.324,0.024,12,600,1.331,14.8051,0.048,0.005,2.758,0.0089,120.62,7.196,0.7,0.5048,0.037,0.0744,0.0644,0.613,166.95,6.405,0.663,0.005,NA
"BLWA","BLWA.C0.20190403","4/3/19 19:10",9.391,44.33,2.7083,41.07,7.28,0.1055,6.0729,0.005,0,0.3261,0.0292,0.0053,2.443,5e-04,6,300,1.297,15.0543,0.171,0.3134,2.519,5e-04,121.38,7.564,0.85,0.4101,0.036,0.0139,0.052,0.537,175.69,8.075,0.6114,0.239,NA
"BLWA","BLWA.C0.20190411","4/11/19 15:00",7.217,44.63,2.6161,32.67,6.92,0.1188,1.2008,0.005,0,0.3124,0.0505,0.06,2.581,0.001,14,700,1.199,11.6918,0.1674,0.005,3.1,5e-04,100.22,5.818,0.93,0.3469,0.035,0.0746,0.0709,0.5264,142.66,7.727,0.6076,0.005,NA
"BLWA","BLWA.C0.20190416","4/16/19 14:51",9.827,27.06,1.9174,45.33,7.73,0.1264,20.0038,0.005,0,0.3549,0.053,5e-04,2.482,5e-04,28,1400,1.459,15.7717,0.1073,0.005,2.581,5e-04,138.94,7.948,0.49,0.3867,0.032,0.0579,0.0746,0.5399,197.12,10.74,0.5988,0.005,NA
"BLWA","BLWA.C0.20190416.2","4/16/19 14:51",NA,NA,NA,NA,7.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1500,NA,NA,0.1082,NA,2.609,NA,NA,NA,0.49,NA,NA,NA,NA,NA,196.58,NA,0.6075,NA,NA
"BLWA","BLWA.C0.20190502","5/2/19 15:18",9.48,56.12,2.7659,35.13,7.56,0.0691,1.7007,0.005,0,0.344,0.0653,0.0071,3.301,0.002,6,300,1.643,15.8324,0.1657,0.005,3.648,0.0204,118.62,6.449,1.12,0.383,0.036,0.0162,0.0964,0.5,167.92,7.23,0.6252,0.005,NA
"BLWA","BLWA.C0.20190514","5/14/19 14:50",7.649,41.01,2.5027,26.106,7.62,0.1323,1.4227,0.005,0,0.3268,0.0593,0.0079,3.173,0.001,16,800,1.269,11.0038,0.1506,0.005,3.587,0.005,87.46,4.82,0.75,0.377,0.038,0.0472,0.0882,0.5529,123.69,5.93,0.6073,0.005,NA
"BLWA","BLWA.C0.20190529","5/29/19 14:30",14.03,86.15,1.5413,4.6238,NA,0.0925,1.6723,0.005,0.002,0.3363,0.04,5e-04,2.808,0.002,NA,NA,1.276,13.3017,NA,0.005,NA,0.0137,111.08,6.35,NA,0.1249,0.038,0.0454,0.0587,0.2512,NA,7.95,NA,0.005,NA
"BLWA","BLWA.C0.20190617","6/17/19 14:10",12.08,53.41,0.5309,41.28,7.52,0.1235,9.3125,0.005,0.0311,0.2913,0.0544,5e-04,2.723,5e-04,10,500,1.637,17.3934,0.017,0.8885,3.158,0.0061,144.21,7.416,0.92,0.1569,0.03,0.087,0.083,0.3167,205.44,11.75,0.4344,0.005,NA
"BLWA","BLWA.C0.20190710","7/10/19 14:36",13.88,60.85,0.6273,51.09,7.79,0.1389,10.1336,0.005,0.0345,0.2695,0.0371,5e-04,2.751,5e-04,14,700,1.934,20.297,0.3949,1.5471,3.098,0.0245,170.26,9.059,1.15,0.1339,0.037,0.1169,0.0566,0.3687,245.35,14.4,0.3706,0.005,NA
"BLWA","BLWA.C0.20190716","7/16/19 15:43",14.06,60.24,0.2158,51.69,7.33,0.187,12.2451,0.005,0.0676,0.2711,0.0712,6e-04,2.65,0.001,8,400,1.905,19.4432,0.2136,1.0719,3.191,0.014,172.66,8.853,1.03,0.1582,0.041,0.0087,0.0996,0.3073,244.69,16.07,0.3768,0.005,NA
"BLWA","BLWA.C0.20190820","8/20/19 15:00",16.39,95.28,2.52,67.42,7.92,0.1307,5.55,0.005,0,0.2288,0.0468,5e-04,2.817,5e-04,12,600,2.234,21.02,0.034,0.005,3.132,0.005,211.6,10.91,1.45,0.0748,0.023,0.0124,0.0729,0.2465,300.2,21.8,0.284,0.005,NA
"BLWA","BLWA.C0.20190820.2","8/20/19 15:00",NA,NA,NA,NA,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,500,NA,NA,0.037,NA,3.032,NA,NA,NA,1.43,NA,NA,NA,NA,NA,298.4,NA,0.2739,NA,NA
"BLWA","BLWA.C0.20190911","9/11/19 15:00",16.33,64.23,2.678,77.1,8.03,0.0956,11.2814,0.005,0,0.2091,0.042,5e-04,3.368,5e-04,10,500,2.573,20.07,0.2406,0.005,3.555,0.0083,209.63,11,1.13,0.0555,0.077,0.0379,0.069,0.2789,NA,22.53,0.2947,0.05,298.35
"BLWA","BLWA.C0.20190917","9/17/19 14:18",16.55,59.8,3.006,73.92,7.86,0.0499,9.8377,0.005,0,0.2503,NA,5e-04,3.552,5e-04,10,500,2.4,19.98,0.288,0.005,3.617,0.0062,201.58,10.51,1.08,0.0409,0.073,0.019,0.0738,0.3156,NA,20.54,0.2735,0.005,283.69
"BLWA","BLWA.C0.20191016","10/16/19 15:05",18.66,57.84,3.809,71.472,7.66,0.124,20.02,0.005,0.0021,0.1817,0.0434,5e-04,2.84,5e-04,16,800,2.492,20.29,0.233,0.005,2.751,0.013,211.05,10.81,0.98,0.0464,0.041,0.0584,0.0702,0.2535,NA,23.28,0.2864,0.005,301.25
"BLWA","BLWA.C0.20191120","11/20/19 17:08",15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6304,NA,NA,NA,NA,NA
"BLWA","BLWA.C0.20191211","12/11/19 16:24",9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5338,NA,NA,NA,NA,NA
"MAYF","MAYF.SS.20171212","12/12/17 16:30",0.6433,17.11,0.207,3.24,6.17,0.0825,12.62,0.005,0.018,0.2647,0.0313,0.215,1.38,5e-04,6,300,0.351,6.451,0.015,0.005,1.634,0.011,51.4,1.952,0.311,0.011,0.008,0.2156,0.0493,0,14.04,4.596,0,0.005,NA
"MAYF","MAYF.SS.20190205","2/5/19 14:58",0.6761,2.25,5.3796,2.088,6.88,0.0859,1.15,0.005,0.0292,0.3098,0.0522,0.2175,1.332,5e-04,2,100,0.255,0.994,0.004,1.193,1.39,5e-04,12.25,0.869,0.06,0,0.236,0.116,0.0653,0.1093,16.25,1.052,0.1056,0.005,NA
"MAYF","MAYF.SS.20190219","2/19/19 15:20",1.35,1.45,3.244,0.85,6.15,0.1422,1.04,0.005,0.0572,0.2456,0.0224,0.0718,1.438,0.035,10,500,0.156,0.678,0.17,0.54,1.474,0.004,7.01,0.349,0.03,0,0.055,0.06,0.0325,0.1257,9.87,0.753,0.1329,0.005,NA
"MAYF","MAYF.SS.20190225","2/25/19 20:12",0.9629,1.31,3.5883,1.12,5.98,0.1168,0.85,0.005,0.04,0.2564,0.0802,0.3646,1.578,0.034,16,800,0.179,0.529,0.327,0.42,1.636,0.012,6.55,0.437,0.04,0,0.069,0.0709,0.104,0.1111,9.25,0.541,0.1167,0.005,NA
"TOMB","TOMB.C0.20171102","11/2/17 15:47",15.63,43.15,0.2,62.01,7.47,0.0358,24.98,0.005,0.0164,0.3159,0.075,5e-04,3.925,5e-04,26,1300,2.57,27.043,0.025,2.08,3.881,0.023,205.6,8.9448,0.95,0.2444,0.028,0.1282,0.1142,0.3589,292.3,15.756,0.4081,0.005,NA
"TOMB","TOMB.C0.20171102.2","11/2/17 15:47",NA,NA,NA,NA,7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1200,NA,NA,0.017,NA,3.798,NA,NA,NA,0.85,NA,NA,NA,NA,NA,293.4,NA,0.3575,NA,NA
"TOMB","TOMB.C0.20171121","11/21/17 17:47",16.67,91.74,0.2,50.42,7.57,0.0765,14.37,0.005,0.0286,0.3029,0.0666,5e-04,3.604,5e-04,4,200,2.762,27.898,0.026,1.01,3.627,0.025,215.9,9.768,1.64,0.3643,0.027,0.13,0.0991,0.2343,305.7,17.14,0.2736,0.005,NA
"TOMB","TOMB.C0.20171121.2","11/21/17 17:47",NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,300,NA,NA,0.025,NA,3.716,NA,NA,NA,1.57,NA,NA,NA,NA,NA,305.7,NA,0.2754,NA,NA
"TOMB","TOMB.C0.20181016","10/16/18 14:00",16.35,95.73,4.3197,43.29,7.67,0.0912,27.59,0.005,0.0237,0.2744,0.0794,5e-04,4.578,5e-04,6,300,2.78,34.2398,0.1866,0.005,5.326,0.0326,210.63,7.085,1.62,0.1916,0.012,0.0315,0.125,0.5527,299.4,20.66,0.679,0.005,NA
"TOMB","TOMB.C0.20181016.2","10/16/18 14:00",NA,NA,NA,NA,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,300,NA,NA,0.2072,NA,4.268,NA,NA,NA,1.62,NA,NA,NA,NA,NA,299.8,NA,0.5368,NA,NA
"TOMB","TOMB.C0.20190910","9/10/19 15:44",NA,63.15,1.958,42,8.1,0.1223,13.5235,0.005,NA,0.2105,NA,5e-04,NA,5e-04,10,500,2.403,23.53,0.2019,0.005,NA,0.0069,172.34,5.182,1.12,NA,NA,NA,NA,NA,NA,14.98,NA,0.005,241.67
"ARIK","ARIK.SS.20170104","1/4/17 16:00",74.92,447.62,29.569,6.82,7.86,0.0919,1.57,0.005,0.011,0.3135,0.0643,0.033,3.76,0.064,NA,NA,11.48,79.7,NA,1.4067,NA,0.001,524.96,22.88,NA,0.075,0.031,0.009,0.0969,0.3667,753.9,31.28,NA,0,NA
"ARIK","ARIK.SS.20170118","1/18/17 16:42",64.84,354.67,24.352,7.39,8,0.0889,6.59,0.005,0.012,0.2812,0.1107,0.046,4.281,0.046,0,0,11.25,65.4,0.002,1.084,4.11,0,432.15,18.99,6.27,0.072,0.032,0.011,0.1545,0.3161,623.1,25.64,0.292,0,NA
"ARIK","ARIK.SS.20170207","2/7/17 18:25",60.95,291.59,19.5,5.8564,8.08,0.0922,4.8905,0.005,0.015,0.3643,0.0767,0.0203,3.675,0.037,0,0,7.82,55.3865,0.009,1.0917,3.416,0.004,363.21,15.424,4.894,0.023,0.031,0,0.1107,0.2259,520.5,19.7885,0.2331,5e-04,NA
"ARIK","ARIK.SS.20170214","2/14/17 18:10",63.46,302.59,19.7305,5.3874,8.01,0.116,5.3965,0.005,0.016,0.3181,0.0884,0.0238,4.313,0.0476,0,0,8.1958,57.116,0.008,1.1767,4.853,0.002,388.47,15.9165,5.128,0.015,0.035,0.189,0.1278,0.2432,553.7,20.83,0.2707,5e-04,NA
"ARIK","ARIK.SS.20170301","3/1/17 19:10",65.83,332.14,22.219,5.4194,8.08,0.0681,5.2079,0.005,0.017,0.3476,0.0806,0.0382,4.126,0.0538,4,4000,9.1136,62.8565,0.018,1.1749,4.827,0.013,403.58,17.4035,5.603,0.012,0.031,0.122,0.1197,0.0276,575.26,23.7595,0.3322,0.005,NA
"ARIK","ARIK.SS.20170314","3/14/17 16:02",66.93,315.69,21.8311,4.7513,7.98,0.1032,6.2176,0.005,0.008,0.312,0.095,0.3203,3.96,0.0615,4,100,6.2663,59.7547,0.004,1.3287,3.654,0.003,382.61,16.2683,5.315,0.005,0.022,0,0.1355,0.2705,545.69,21.6736,0.2577,0.005,NA
"ARIK","ARIK.SS.20170406","4/6/17 15:40",66.57,389.64,3.15,4.03,8.09,0.0835,6.22,0,0.03,0.3743,0.1127,0.027,5.166,0.063,8,200,10.614,71.116,0.011,1.25,4.654,0.008,463.7,19.583,6.41,0,0.024,0.007,0.1692,0.3231,670.3,29.843,0.3593,0.005,NA
"ARIK","ARIK.SS.20170412","4/12/17 14:50",68.46,131.56,2.74,95.84,7.97,0.1001,75.9,0,0.015,0.3302,0.0988,0.039,5.228,0.041,0,0,9.79,68.873,0.012,1.21,5.141,0.008,454.9,18.921,2.17,0.006,0.02,0,0.1501,0.3332,652.5,28.294,0.389,0.005,NA
"ARIK","ARIK.SS.20170418","4/18/17 15:20",70.25,358.47,7.22,13.56,8.02,0.103,12.58,0,0.005,0.3428,0.1253,0.031,4.971,0.037,0,0,10.146,70.764,0.032,1.28,4.823,0.027,469.3,19.568,5.94,0,0.02,0,0.1839,0.4067,672.4,28.873,0.4375,0.005,NA
"ARIK","ARIK.SS.20170426","4/26/17 17:37",68.06,367.496,22.504,3.0198,8,0.1543,0.2659,0,0.006,0.7734,0.1261,0.0247,5.399,0.0041,0,0,10.178,65.124,0.023,0.005,5.582,0.0195,438.12,18.082,6.158,0.004,0.021,0.054,0.1851,0.3459,609.84,24.847,0.3843,0.9012,NA
"ARIK","ARIK.SS.20170502","5/2/17 17:36",66.1,346.112,21.918,3.8184,8.12,0.1054,4.1579,0,0.006,0.2858,0.1202,0.027,5.033,0.0018,0,0,10.291,63.727,0.018,1.1242,5.219,0.0155,405.28,17.454,5.725,0.001,0.019,0.041,0.178,0.3731,576.31,24.303,0.3137,0.005,NA
"ARIK","ARIK.SS.20170516","5/16/17 15:40",71.65,363.214,21.238,2.357,8.02,0.0374,4.1864,0,0.008,0.3343,0.1443,0.034,5.944,6e-04,12,300,9.8576,66.814,0.017,1.2233,5.623,0.0155,431.63,18.338,6.048,0,0.012,0.031,0.2127,0.3549,610.47,24.201,0.3237,0.005,NA
"ARIK","ARIK.SS.20170606","6/6/17 16:20",69.03,369.57,21.43,2.11,8.02,0.1264,3.59,0,0.01,0.3397,0.1506,5e-04,6.635,0.001,4,100,9.99,67.083,0.024,1.27,6.098,0.022,430.8,18.332,6.12,0.018,0.002,0.035,0.2193,0.3732,620.6,25.586,0.3737,0.005,NA
"ARIK","ARIK.SS.20170816","8/16/17 16:30",73.56,306.4,24.229,4.0846,8.47,NA,13.353,9.7,0.0106,NA,0.0717,0.0165,4.434,0.0726,8,400,9.1962,58.121,0.1038,1.3133,4.338,0.0043,405.6,16.693,5.91,0.0455,0.03,0.0422,0.1097,0.2023,585.3,30.823,0.2062,0.005,NA
"ARIK","ARIK.SS.20170905","9/5/17 17:45",77.8,327.15,8.1018,7.8177,7.79,0.1055,8.0015,0,0.0261,0.3033,0.1066,0.0253,5.144,0.0128,18,900,12.3,44.622,0.031,1.4634,5.206,0.0247,409.21,22.387,5.947,0.0193,0.028,0.043,0.1615,0.3817,584.2,32.382,0.4644,0.005,NA
"ARIK","ARIK.SS.20171012","10/12/17 11:19",77.35,375.69,10.17,6.89,7.61,0,9.27,0.005,0.0055,0.6637,0.1046,0.025,4.617,0.007,20,1000,11.122,73.712,0.021,1.46,4.467,0.008,466.1,19.267,6.76,0.0273,0.013,0.1122,0.1601,0.3118,665.4,24.236,0.2938,0.005,NA
"ARIK","ARIK.SS.20171024","10/24/17 17:15",75.35,358.41,0.72,9.33,7.64,0.1211,7.8,0.005,0.0156,0.3304,0.1137,5e-04,5.169,5e-04,10,500,10.755,38.951,0.033,0.005,4.708,0.012,342.5,18.364,6.02,0.0049,0.024,0.1039,0.1642,0.1968,487.2,25.605,0.1509,0.005,NA
"ARIK","ARIK.SS.20171024.2","10/24/17 17:15",NA,NA,NA,NA,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,500,NA,NA,0.032,NA,4.861,NA,NA,NA,6.03,NA,NA,NA,NA,NA,485.6,NA,0.1673,NA,NA
"ARIK","ARIK.SS.20171107","11/7/17 16:40",81.4,274.56,0.69,9.0851,7.96,0.0642,13.37,0.005,0.024,0.4127,0.1192,5e-04,5.487,5e-04,6,300,10.817,48.023,0.014,2.8852,5.223,0.012,393.7,19.249,4.81,0.0261,0.01,0.1173,0.1782,0.1843,561.2,22.29,0.2476,3.647,NA
"ARIK","ARIK.SS.20171130","11/30/17 16:54",76.4,326.94,0.65,2.3571,7.85,0.1248,7.64,0.005,0.014,0.4566,0.0819,5e-04,4.215,5e-04,2,100,9.135,62.469,0.026,2.6142,4.237,0.022,405.9,18.385,5.43,7e-04,0.01,0.1154,0.1263,0,576.4,19.446,0,0.005,NA
"ARIK","ARIK.SS.20171205","12/5/17 16:20",76.85,197.21,0.66,7.46,8.45,0.1134,15.59,25.21,0.0068,0.3667,0.0889,5e-04,4.014,5e-04,16,800,9.487,63.985,0.0035,0.005,4.046,0.021,339.6,4.621,4.442,0.0123,0.013,0.1123,0.1292,0,616.5,20.313,0.0099,0.005,NA
"ARIK","ARIK.SS.20171220","12/20/17 18:08",71.92,213.31,0.606,6.94,8.02,0.1054,10.66,0.005,0.0119,0.3756,0.0682,5e-04,3.202,5e-04,0,0,8.477,33.169,0.012,1.29,3.396,0.009,289.4,17.655,3.894,0.0062,0.011,0.1008,0.1047,0.1715,595,17.453,0.2046,0.005,NA
"ARIK","ARIK.SS.20180104","1/4/18 17:12",75.05,355.67,0.63,7.42,7.89,0.0894,4.8,0.005,0.0214,0.3469,0.0887,0,4.218,5e-04,0,0,9.661,69.27,0.028,0.005,3.75,0.026,435.1,19.631,6.24,0.0955,0.045,0.1102,0.1323,0.2874,623.17,18.961,0.3561,0.005,NA
"ARIK","ARIK.SS.20180118","1/18/18 16:24",75.22,361.24,0.61,0.39,7.95,0.1211,3.26,0.005,0.0135,0.3737,0.0697,5e-04,3.313,5e-04,0,0,9.08,68.036,0.002,0.005,3.403,0.001,425.4,18.901,6.19,0.0457,0.059,0.0875,0.1059,0.207,605.22,18.234,0.2424,0.005,NA
"ARIK","ARIK.SS.20180207","2/7/18 17:30",67.75,294.12,20.56,6.75,7.95,0.1172,16.98,0.005,0.0121,0.3063,0.0785,5e-04,4.151,5e-04,0,0,8.3,60.971,0.009,1.87,4.046,0.007,397.4,16.261,4.95,0.0201,0.071,0.0862,0.1141,0.2462,569.3,21.79,0.2463,0.005,NA
"ARIK","ARIK.SS.20180215","2/15/18 15:51",63.45,281.1,18.22,5.96,7.92,0.0787,10.09,0.005,0.0111,0.3341,0.0867,5e-04,3.607,5e-04,10,500,7.396,56.031,0.003,1.3,3.687,0.002,379.3,14.743,4.73,0.0186,0.05,0.091,0.1236,0.1417,544.8,19.936,0.1404,0.005,NA
"ARIK","ARIK.SS.20180228","2/28/18 15:39",66.56,287.56,17.58,5.44,7.77,0.022,1.74,0.005,0.019,0.3289,0.1054,5e-04,3.569,5e-04,0,0,7.154,54.639,0.005,2.73,3.555,0.004,385.7,14.684,4.83,2.5479,0.004,0,0.1523,0.2212,549,19.774,0.2045,0.005,NA
"ARIK","ARIK.SS.20180306","3/6/18 16:01",67.51,346.12,20.55,5.6,7.73,0.1082,7.04,0.005,0.0163,0.3574,0.0995,0.001,4.109,5e-04,0,0,8.938,67.885,0.0304,0.005,4.124,0.014,398.7,16.611,6.18,0.0045,0.007,0,0.1375,0.1406,567.8,22.476,0.1675,0.005,NA
"ARIK","ARIK.SS.20180313","3/13/18 14:20",69.05,345.62,19.8,7.69,7.49,0.0207,5.81,0.005,0.0156,0.3266,0.1139,5e-04,4.323,5e-04,0,0,8.807,66.376,0.008,0.005,4.299,0.007,410.8,17.41,5.86,0.0016,0.075,0,0.1693,0.1529,580.4,23.314,0.1723,0.005,NA
"ARIK","ARIK.SS.20180327","3/27/18 16:55",69.95,335.69,19.65,4.2,8,0.1287,3.18,0.005,0.0171,0.3356,0.0911,0.003,10.31,0.019,6,300,8.246,65.72,0.012,0.005,9.512,0.011,407.23,16.727,5.62,0.0027,0.082,0,0.1399,1.563,581.3,19.027,1.425,0.005,NA
"ARIK","ARIK.SS.20180403","4/3/18 17:43",71.36,335.62,20.1393,3.7772,7.98,0.1306,3.1612,0.005,0.014,0.3124,0.0981,5e-04,8.74,5e-04,6,300,7.759,65.7996,0.0216,0.005,8.877,0.0142,404.2,16.592,6.24,0.0185,0.063,0,0.1471,1.054,576.4,18.7493,1.082,0.005,NA
"ARIK","ARIK.SS.20180418","4/18/18 17:45",69.33,345.29,20.0235,4.6867,8.05,0.1279,8.5452,0.005,0.0131,0.3435,0.1256,0.0146,3.049,0.003,0,0,9.0704,65.2637,0.031,0.005,2.972,0.0276,402.9,16.5315,6.18,0.012,0.03,0.0133,0.1879,0.4411,573.2,19.2264,0.4301,0.005,NA
"ARIK","ARIK.SS.20180509","5/9/18 15:34",73.78,295.47,20.0996,2.9544,8.14,0.1856,5.4914,0.005,0.0153,0.2976,0.1569,5e-04,6.292,5e-04,0,0,8.8253,57.9219,0.015,0.005,6.323,0.0076,358.41,16.7834,4.92,0,0.938,0.016,0.2315,0.5146,512.9,22.25,0.5332,0.005,NA
"ARIK","ARIK.SS.20180515","5/15/18 17:57",71.92,315.68,19.2928,2.8597,8.03,0.1073,4.8387,0.005,0.0159,0.3163,0.1459,5e-04,6.038,5e-04,0,0,8.0127,65.9258,0.0979,0.005,6.01,0.0024,353.34,16.7604,5.369,0.0099,0.016,0.018,0.2142,0.5361,503.9,19.81,0.5539,0.005,NA
"ARIK","ARIK.SS.20180606","6/6/18 13:29",75.08,236.29,27.7314,2.703,7.68,0.0872,5.5786,0.005,0.0144,0.2936,0.1071,5e-04,4.793,0.002,16,800,8.228,22.4444,0.0678,0.7384,4.635,5e-04,294.112,22.22,3.92,0.0164,0.038,0.019,0.16,0.2582,420.16,22.15,0.2609,0.005,NA
"ARIK","ARIK.SS.20180613","6/13/18 15:36",74.44,375.14,29.9358,6.465,7.62,0.1505,6.7438,0.005,0.0144,0.3136,0.083,5e-04,3.801,5e-04,4,200,8.03,66.5205,0.026,0.005,3.732,0.0221,451.948,22.46,6.52,0.0187,0.022,0.0185,0.1205,0.2436,645.64,24.49,0.2867,0.005,NA
"ARIK","ARIK.SS.20180712","7/12/18 15:53",76.36,362.15,31.66,5.883,7.57,0.1671,1.697,0.005,0.0132,0.832,0.1044,5e-04,4.474,5e-04,14,700,8.182,54.264,0.14,0.6719,4.461,0.012,430.5,23.93,6.25,0.0329,0.015,0.0367,0.1527,0.3217,613.34,27.79,0.3757,0.005,NA
"ARIK","ARIK.SS.20180807","8/7/18 14:19",88.98,455.4677,27.6873,7.833,7.77,0.319,7.5261,0.005,0.0187,3.0711,0.1073,5e-04,4.717,0.478,150,7500,7.456,71.9586,0.2339,0.5733,6.019,0.0037,445.69,27.99,7.96,0.0305,0.013,0.0203,0.1559,0.3634,632.3,34.69,0.7597,0.005,NA
