"uid","recorduid","domainID","siteID","namedLocation","collectedBy","startDate","collectDate","streamStage","streamStageUnits","handheldDeviceID","velocitySensorID","filterParamTime","stationEntryTest","flowCalculation","waterEdge","totalDischarge","totalDischargeUnits","samplingProtocolVersion","averageVelocityUnits","waterDepthUnits","tapeDistanceUnits","flowCalcQF","dischargeUnitsQF","streamStageUnitsQF","averageVelocityUnitsQF","waterDepthUnitsQF","tapeDistanceUnitsQF","lowVelocityFinalQF","waterYearToInclude","waterYearToIncludeNotes","dataQF","publicationDate"
"2837eefd-c48b-44b0-b9c0-dc22ad4e66d7","408d5c1e-5ed1-4876-af1a-1335f60c1738","D01","HOPB","HOPB.AOS.discharge","ADAVILA",2017-04-26 14:16:00,2017-04-26 14:16:00,0.41,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mean-section","Right edge water",664.6,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","1",0,0,0,0,0,0,NA,NA,NA,"20200414T141013Z"
"3d0f488b-ffe7-44bc-a5f9-63fa5cb65baa","1ca83e3c-7548-44b2-8af7-cc15d9d308f7","D01","HOPB","HOPB.AOS.discharge","JCOLEMAN",2017-04-26 15:33:00,2017-04-26 15:33:00,0.41,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mean-section","Right edge water",661.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","1",0,0,0,0,0,0,NA,NA,NA,"20200414T141013Z"
"8ded9a54-3b05-490b-948e-538cea5a41ad","8444843e-a9da-44d3-b88e-0dbab6b2f214","D01","HOPB","HOPB.AOS.discharge","ADAVILA",2017-05-10 14:30:00,2017-05-10 14:30:00,0.34,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",270.5,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T145424Z"
"d0273b86-3deb-4bf3-9804-934108d955c6","8680e8c0-fc79-455f-8a62-5156f80e3f25","D01","HOPB","HOPB.AOS.discharge","JCOLEMAN",2017-05-25 15:47:00,2017-05-25 15:47:00,0.33,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",183,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,5,NA,NA,NA,"20200414T145424Z"
"57d478b4-4e4a-4e93-86e0-62c5b6b99f8b","12999da4-7c6c-43a7-bc8c-db1be2debc61","D01","HOPB","HOPB.AOS.discharge","ADAVILA",2017-06-07 17:28:00,2017-06-07 17:28:00,0.45,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",870.7,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T135328Z"
"091cd4a2-b437-4d34-ab1e-a2fa642631a6","a34883fe-34e9-4d02-9c66-d23f4ddb5f24","D01","HOPB","HOPB.AOS.discharge","ADAVILA",2017-06-21 13:31:00,2017-06-21 13:31:00,0.3,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",160.8,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T135328Z"
"3be2f13d-17ce-44ed-b270-7694f3beaac4","1bede39f-6f0e-452f-869f-09d52039349f","D01","HOPB","HOPB.AOS.discharge","JCOLEMAN",2017-07-19 14:04:00,2017-07-19 14:04:00,0.26,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",31.12,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T132818Z"
"3941d6ab-66cc-4ac2-a4d4-116c4732a660","3bba8441-fe6e-428c-a3b9-d11dd1285cd6","D01","HOPB","HOPB.AOS.discharge","WILSON",2017-08-03 13:36:00,2017-08-03 13:36:00,0.22,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",18.8,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T132816Z"
"d3b66944-2d32-4be5-866c-f577d1c4cf71","29231a8d-37a3-4661-b455-5682837ceb86","D01","HOPB","HOPB.AOS.discharge","ADAVILA",2017-08-18 13:18:00,2017-08-18 13:18:00,0.23,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",18.34,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T132816Z"
"40163c21-b36e-4b41-aca3-89b7247fe97a","af099afe-9b31-416f-9f83-18747dc2882f","D01","HOPB","HOPB.AOS.discharge","JTC",2017-08-29 14:15:00,2017-08-29 14:15:00,0.22,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",13.06,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T132816Z"
"95730643-09e7-448d-8039-59f384e83710","5bc45c11-a3ea-4de7-b8fb-9fd7546dfbcb","D01","HOPB","HOPB.AOS.discharge","JCOLEMAN",2017-09-12 04:07:00,2017-09-12 04:07:00,0.27,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",24.92,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T132843Z"
"f2c119a4-cb4b-4740-8981-e787795940cc","6dc4add0-29e4-401f-8b26-e47c141a7b08","D01","HOPB","HOPB.AOS.discharge","JTC",2017-09-27 14:32:00,2017-09-27 14:32:00,0.26,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",13,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T132843Z"
"810a0d54-807d-42d6-878b-fad27a958f0f","ed869df0-56a8-45a8-a690-78a986f476c3","D01","HOPB","HOPB.AOS.discharge","JTC",2017-10-12 18:49:00,2017-10-12 18:49:00,0.28,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",32.6,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T141520Z"
"fc4df690-2195-4a10-ba58-af5c425bea0e","17dadb2d-ea68-4ab8-9822-ba5e0cff17c5","D01","HOPB","HOPB.AOS.discharge","JTC",2017-10-27 15:00:00,2017-10-27 15:00:00,0.39,"meter","6.42438506910157e-313","6.0819481278252e-313",10,"Non-fixed","Mid-section","Right edge water",333.2,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T141520Z"
