"uid","recorduid","domainID","siteID","namedLocation","collectedBy","startDate","collectDate","streamStage","streamStageUnits","handheldDeviceID","velocitySensorID","filterParamTime","stationEntryTest","flowCalculation","waterEdge","totalDischarge","totalDischargeUnits","samplingProtocolVersion","averageVelocityUnits","waterDepthUnits","tapeDistanceUnits","flowCalcQF","dischargeUnitsQF","streamStageUnitsQF","averageVelocityUnitsQF","waterDepthUnitsQF","tapeDistanceUnitsQF","lowVelocityFinalQF","waterYearToInclude","waterYearToIncludeNotes","dataQF","publicationDate"
"bc4adfa9-ef0b-408f-afa5-fbb3f35c61da","1903642e-812d-4de4-b862-1551042cea8f","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-04-30 13:32:00,2019-04-30 13:32:00,0.33,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",37.37,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,21,"2019",NA,NA,"20200514T123129Z"
"a41eae94-7e07-47bd-9ac5-bf56cf94de6a","92533b73-1648-48a1-9acf-03804c367b69","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-05-06 13:26:00,2019-05-06 13:26:00,0.35,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",57.53,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,9,"2019",NA,NA,"20200514T123131Z"
"918c14a4-d4e5-4ece-8938-c700ac9f4cb3","18f91f9d-1aaa-4106-af19-4e699b459a49","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-05-14 14:05:00,2019-05-14 14:05:00,0.35,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",65.41,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,3,"2019",NA,NA,"20200514T123131Z"
"6455f25a-afa6-4718-9386-43900923448f","53bf9051-5034-43f0-a6db-4a7f1a64b38a","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-05-21 13:50:00,2019-05-21 13:50:00,0.31,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",27.61,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,9,"2019",NA,NA,"20200514T123131Z"
"6a5f65f6-76fd-4d68-8e48-d84c012e0650","daa842a8-4af5-4103-bf04-43d77cb5ec59","D02","POSE","POSE.AOS.discharge","JCOLOSO",2019-06-11 13:04:00,2019-06-11 13:04:00,0.31,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",26.42,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,4,"2019",NA,NA,"20200514T123121Z"
"dc94420a-d21f-4fdf-b21b-0e20d5755981","77a2875a-160f-48c3-a644-44f2c0108f22","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-06-17 14:04:00,2019-06-17 14:04:00,0.29,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",16.98,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,4,"2019",NA,NA,"20200514T123121Z"
"7dc0dbcf-2492-4679-ad7c-bc2e698a9e77","58acff4f-154e-4b6a-8b8f-3da16df050ca","D02","POSE","POSE.AOS.discharge","EASHCRAFT",2019-08-09 15:20:00,2019-08-09 15:20:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",4.93,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,21,"2019",NA,NA,"20200514T123143Z"
"07d40f87-5568-4c66-8cb6-de4b1e628076","af87d101-1600-4e4b-b3d5-e576cb63752b","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-09-17 13:18:00,2019-09-17 13:18:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",2.9,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,42,"2019",NA,NA,"20200514T123134Z"
"7f6dd163-1aa2-478c-84b5-557c7d42c826","8a7ca2ed-3d70-4574-b83e-3c95b8182e2a","D02","POSE","POSE.AOS.discharge","JCOLOSO",2019-09-24 14:03:00,2019-09-24 14:03:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",2.35,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,40,"2019",NA,NA,"20200514T123134Z"
"7206fbee-fc64-4b07-8989-765acd32a5f3","a4033c44-e020-4993-80a9-8714d904569f","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-10-07 13:24:00,2019-10-07 13:24:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",2.89,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,44,NA,NA,NA,"20200514T123143Z"
"39c8ba57-8289-446e-9f47-aa52b2416b87","0667b602-34a3-4025-beb4-c92d4817ab7e","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-10-15 13:32:00,2019-10-15 13:32:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",2.64,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,31,NA,NA,NA,"20200514T123143Z"
"58e28466-6329-4348-9b54-2c60fcdbe03e","83dc9bd9-8ffc-4d48-a161-8a778560ac94","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-11-05 16:02:00,2019-11-05 16:02:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",3.74,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,31,NA,NA,NA,"20200514T123131Z"
"ede73a9e-8d14-44df-85a4-55be08b38f9f","5e1f1a9d-5aec-44b0-9de3-6f2a52a21973","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-11-19 16:07:00,2019-11-19 16:07:00,0.26,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",4.33,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,22,NA,NA,NA,"20200514T123131Z"
"1db65d69-e0bd-4c12-a452-99e335dc1bf5","7bcd295f-b07e-4271-8751-c1a94bba457c","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-12-02 15:16:00,2019-12-02 15:16:00,0.29,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",7.93,"litersPerSecond",NA,"meterPerSecond","meter","meter","0",0,0,0,0,0,19,NA,NA,NA,"20200514T123132Z"
"78eed1ef-f5d0-47bd-8c37-2db3fd405beb","880afe11-1cc1-46ba-bb73-8f238803eaf4","D02","POSE","POSE.AOS.discharge","BOSBORNE",2019-12-10 15:10:00,2019-12-10 15:10:00,0.28,"meter","6.55185402025414e-313","6.55280750395724e-313",40,"Non-fixed","Mid-section","Right edge water",5.9,"litersPerSecond",NA,"meterPerSecond","meter","meter","0",0,0,0,0,0,37,NA,NA,NA,"20200514T123132Z"
"c486299c-d787-4ee1-a18a-f7dc6c3b102c","1610b92a-23bf-4228-89f0-2da07a99adc9","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2017-01-13 13:46:00,2017-01-13 13:46:00,0.16,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",89.14,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T141453Z"
"cc21f0d8-dc62-42a5-b405-14ccc3ed3b96","3eaf5a44-768c-4dd4-910f-8c48e7b81683","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2017-01-17 12:37:00,2017-01-17 12:37:00,0.15,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",73.89,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T141453Z"
"e8a748f9-192e-4474-aae1-89441f414247","2a4c18fc-011f-43d1-b102-bc49067c6213","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-02-08 13:46:00,2017-02-08 13:46:00,0.14,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",59,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T142624Z"
"52c79270-4fe4-4494-abdf-3d738274e501","0ed23b35-6a70-4758-8072-fe25cf28d2fd","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-02-21 14:31:00,2017-02-21 14:31:00,0.14,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",47.85,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T142624Z"
"f7e7e9c5-e9be-475d-b6d6-939b09c4232e","2e8286b6-223b-45a1-8d10-d07ce7ff098d","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2017-03-01 14:09:00,2017-03-01 14:09:00,0.13,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",43.66,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133516Z"
"1fd65dd4-9202-4c9d-b5a7-7ac1961493d3","d6fa99f0-e8be-4847-b1c7-49362aa9d1ee","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-03-08 11:46:00,2017-03-08 11:46:00,0.14,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",47.18,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133516Z"
"54e3c2b5-dc3d-4118-bee6-34e798dd1f1f","68536188-816f-4963-938d-69cfc231db65","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2017-03-17 12:19:00,2017-03-17 12:19:00,0.06,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",41.07,"litersPerSecond","NEON.DOC.001085vC","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133516Z"
"95160868-28bb-4135-9bec-7e25292ebebd","94b9b514-fc3a-4a75-99b0-a2c3fb7d1449","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2017-04-13 12:08:00,2017-04-13 12:08:00,0.09,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",77.42,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T145000Z"
"4a579f7b-a056-4a87-a4cd-1b63712c59c7","8cfac2f2-b4c8-4ce4-8f3a-f12d3ff77648","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2017-04-27 12:42:00,2017-04-27 12:42:00,0.04,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",69.2,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T145000Z"
"e4d52b0c-30ec-4743-80c9-b824847578a0","ace13d69-d3f7-4605-a0b5-e6051416b751","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2017-05-10 12:08:00,2017-05-10 12:08:00,0.04,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",51.01,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,3,NA,NA,NA,"20200414T134556Z"
"9082ffdb-2373-45db-ae31-185178866b82","f902e3c4-40fb-4c9a-9e17-f4eb35b9f783","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-05-11 14:46:00,2017-05-11 14:46:00,0.26,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",443.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T134556Z"
"14ae5279-56da-4c67-aba2-2404dbcb655b","e2e66bf7-a7a9-4f9c-bde7-7eed34946a9f","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-06-09 11:50:00,2017-06-09 11:50:00,0.08,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",56.56,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T145015Z"
"26a76758-fe36-45ea-8a32-581e8d1e9e81","df2bd0ab-97e8-41fe-a8ff-521051052cbc","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-06-22 12:34:00,2017-06-22 12:34:00,0.06,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",44.78,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T145015Z"
"2b98641e-4b83-433e-9bae-fb582af3a68c","f47ee252-54fd-4204-ac94-171062320e0f","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-07-06 11:44:00,2017-07-06 11:44:00,0.06,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",39.55,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140026Z"
"0d9964b6-5203-4159-a368-c91c02896d49","ca1bc991-1375-4dfd-bcf9-ae7635afbf3d","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2017-07-21 11:33:00,2017-07-21 11:33:00,NA,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",40.18,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140026Z"
"9ba00d25-70e5-4cdd-9298-9729c0bd9734","b5b00574-71c4-4bca-8d21-b80c948dd4de","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-08-23 11:24:00,2017-08-23 11:24:00,0.1,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",119.4,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T143227Z"
"bda3f0f1-703b-4ca5-861b-960e55aa27b6","9f68e6f7-a8f5-4de3-bef2-12f0835be0f9","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2017-08-28 12:34:00,2017-08-28 12:34:00,0.15,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",74.48,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T143227Z"
"2d0dffd5-b6c6-4176-b0e3-5716869beee7","aef9af6e-38c2-4c71-b537-048464161377","D04","CUPE","CUPE.AOS.discharge","CLOPEZ",2017-09-11 11:45:00,2017-09-11 11:45:00,0.19,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",199.4,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T143310Z"
"b0b01193-8444-437e-919b-bb1b48e3f48f","a4ba3597-e404-49fd-980d-f8f5e2f1eaef","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2017-10-19 11:47:00,2017-10-19 11:47:00,0.24,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",248.7,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T143253Z"
"53afc0a2-211b-4d0f-9bc6-d4c0ec80082d","e466bfe6-4293-4a88-b0ed-68ae21ada907","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2017-11-03 11:39:00,2017-11-03 11:39:00,0.26,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",314.1,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T143237Z"
"095c13b1-2f9e-496b-a21c-5497c326597f","eb90e05a-f7a9-474f-b2b8-21f4e1466e7c","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2017-12-15 12:30:00,2017-12-15 12:30:00,NA,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",86.92,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140058Z"
"d0eca3ed-f594-4932-bae6-fc9067c6ba0b","cc812473-5d9a-4a32-bbd4-6f67ac88a6f5","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-02-28 12:23:00,2018-02-28 12:23:00,0.42,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",99.42,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T141519Z"
"052a299b-2caa-42ed-900a-a77de9aab8b9","da0241ad-3632-4fc6-b7e8-00ebbff7ca03","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-03-08 11:22:00,2018-03-08 11:22:00,0.37,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",38.21,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T144123Z"
"99a34c4d-4932-4f91-9b03-226abf990225","9f8a79ea-caa9-4c07-bfe5-47ca544ae2bb","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2018-03-20 12:44:00,2018-03-20 12:44:00,0.37,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",38.74,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T144123Z"
"17463dae-f80b-4383-b1ab-4b3abe6e0d60","e0557347-31a1-446f-b36c-67c2e1a65aaa","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-04-05 11:54:00,2018-04-05 11:54:00,0.14,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",59.2,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T142250Z"
"95a9ae62-925c-4578-9b54-e5960d1624d1","de7027da-233e-4f9c-85fa-0fca6a61e2bc","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-05-03 11:26:00,2018-05-03 11:26:00,0.08,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",49.15,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140749Z"
"f99f7b27-8e8f-4252-96d0-62681cb58d53","b01b475c-5d05-49c4-b17b-0b9b1f034806","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2018-05-24 13:45:00,2018-05-24 13:45:00,0.29,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",52.38,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140749Z"
"31c024a2-2b44-4194-821c-3889cdc551bc","d95c91ac-bf4e-481f-8603-9d11dd78dd54","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2018-06-05 11:38:00,2018-06-05 11:38:00,0.27,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",46.88,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T144411Z"
"2537faf8-739d-43b3-b26b-6a00a6ab7349","0815f27e-8d3e-4d21-83f1-f48bcef03d0c","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-06-20 12:16:00,2018-06-20 12:16:00,0.27,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",42.48,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T144411Z"
"3c219253-f641-4d14-a80a-2370efc8e3fb","76d22a2e-79a8-43ea-b1e9-026b256655ce","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2018-07-19 12:47:00,2018-07-19 12:47:00,0.27,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",33.53,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140733Z"
"58c79a37-15ff-496a-9725-52e75ce66e7f","4d07d854-6d95-4315-bf40-0d91c30293cf","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2018-07-26 12:21:00,2018-07-26 12:21:00,0.28,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",29.55,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140733Z"
"fab6698a-087f-45ef-80ff-5cb7a3e68442","f3c551f1-722f-4286-ba2d-d3656dd9dd61","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-08-16 11:28:00,2018-08-16 11:28:00,0.3,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",63.41,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T143314Z"
"51cfcdaf-7083-4dc2-92fd-ced377ece157","5fc662bb-dce3-4d11-911a-0a2f96918ee8","D04","CUPE","CUPE.AOS.discharge","IORTIZ",2018-08-27 13:08:00,2018-08-27 13:08:00,0.28,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",88.71,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,5,NA,NA,NA,"20200414T143314Z"
"fb1400e2-62cb-4719-921b-65efb4304725","632b3866-39a8-43b9-998f-502ac6337106","D04","CUPE","CUPE.AOS.discharge","MVIGGIANO",2018-09-05 11:41:00,2018-09-05 11:41:00,0.3,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",87.85,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,10,NA,NA,NA,"20200414T133330Z"
"153213c5-a69e-489e-a64c-830df8dc4a31","d9865a5f-2251-4748-922c-fc346e405cec","D04","CUPE","CUPE.AOS.discharge","IORTIZ",2018-09-18 13:28:00,2018-09-18 13:28:00,0.29,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",114.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133330Z"
"9f0c944f-3208-4ea6-a673-6d7fc4815d39","f9475ff2-b6d6-4fa0-aedc-854734f84297","D04","CUPE","CUPE.AOS.discharge","GTAVAREZ",2018-09-24 13:43:00,2018-09-24 13:43:00,0.32,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",102.6,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,4,NA,NA,NA,"20200414T133330Z"
"9770d343-9b9d-4698-b175-1d650c0e094c","ba349e84-6869-4f9d-8eff-bf8a0b942ef6","D04","CUPE","CUPE.AOS.discharge","IORTIZ",2018-10-03 12:07:00,2018-10-03 12:07:00,0.47,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",470.8,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133137Z"
"631fdbaa-819f-447c-a3ce-b1b18d909cdd","ae518de8-c2f2-408e-a9bf-c9a5b367fdb3","D04","CUPE","CUPE.AOS.discharge","IORTIZ",2018-10-08 12:47:00,2018-10-08 12:47:00,0.34,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",136.3,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133137Z"
"581ee89b-4f51-4e16-b9a8-36b73870e312","489bf242-f8a3-4e35-b76a-6c3541a39d12","D04","CUPE","CUPE.AOS.discharge","IORTIZ",2018-10-23 12:41:00,2018-10-23 12:41:00,0.33,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",129.6,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133137Z"
"e0a33e12-9a1e-4b7f-a19e-a8b56a50e24f","4aa0b5fb-1d2f-4f8d-a84e-0efe54426afc","D04","CUPE","CUPE.AOS.discharge","TVELAZQUEZ",2018-11-06 13:47:00,2018-11-06 13:47:00,0.43,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",256.7,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140233Z"
"c215caa0-7333-4297-ba23-69ca3e62ea8c","2433a878-2646-489c-9573-d68ce8dbc998","D04","CUPE","CUPE.AOS.discharge","IORTIZ",2018-11-20 12:39:00,2018-11-20 12:39:00,0.36,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",216.8,"litersPerSecond","NEON.DOC.001085vD","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T140233Z"
"ee4770fc-b205-4cf1-96e8-04e6c5efd36e","a65634a0-50a4-4238-98e2-ef8943063a03","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2018-12-13 12:12:00,2018-12-13 12:12:00,0.3,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",105.9,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T141223Z"
"c1c507a4-9686-4d0a-9c6e-2f66991bf8e1","c19af5f6-d033-41d9-a391-36e6f8bb4b86","D04","CUPE","CUPE.AOS.discharge","MPAGAN",2019-01-02 13:07:00,2019-01-02 13:07:00,0.28,"meter","6.55185402010592e-313","6.55280750390784e-313",10,"Non-fixed","Mid-section","Right edge water",71.47,"litersPerSecond","NEON.DOC.001085vF","meterPerSecond","meter","meter","0",0,0,0,0,0,0,NA,NA,NA,"20200414T133515Z"
