"siteID","sampleID","collectDate","Br","Ca","Cl","DIC","DOC","F","Fe","K","Mg","Mn","Na","NH4 - N","NO3+NO2 - N","pH","Si","SO4","TDP","TDS"
"WLOU","WLOU.W5.20180508",2018-05-08 20:10:00,0.005,7.7426,8.562,7.175,4.814,0.005,5e-04,0.481,1.092,5e-04,0.598,0.044,0.0135,6.69,3.3998,1.6325,0.0017,39.48
"WLOU","WLOU.W8.20180508",2018-05-08 21:08:00,0.005,20.6113,0.28,20.81,1.423,0.005,5e-04,1.4342,5.7859,5e-04,1.324,0.0845,0.0135,7.23,3.543,4.4901,5e-04,110.17
"WLOU","WLOU.W1.20180816",2018-08-16 15:19:00,0.005,13.6191,0.14,12.86,1.779,0.005,5e-04,0.128,3,5e-04,1.547,0.0034,0.0109,7.02,5.1576,2.082,0.0029,68.45
"WLOU","WLOU.W2.20180816",2018-08-16 16:08:00,0.005,13.973,0.1,13.9,1.476,0.005,5e-04,0.064,3.54,0.002,1.348,0.0219,0.0131,7.01,4.8377,2.208,5e-04,75.65
"WLOU","WLOU.W8.20180816",2018-08-16 17:44:00,0.005,22.8667,0.23,23.18,1.972,0.005,5e-04,0.94,9.671,5e-04,2.218,0.0208,0.0135,7.26,5.2475,4.035,5e-04,144.25
"WLOU","WLOU.W2.20190507",2019-05-07 16:00:00,0.005,14.8808,2.0414,12.23,2.823,0.005,5e-04,0.663,2.633,5e-04,1.178,0.036,0.017,7.79,3.9645,2.838,5e-04,72.95
"WLOU","WLOU.W5.20190507",2019-05-07 17:11:00,0.005,6.3608,2.2109,5.787,5.409,0.005,0.0803,0.451,1.174,5e-04,1.184,0.2481,0.0104,7.03,3.8364,1.959,0.0286,34.06
"WLOU","WLOU.W8.20190507",2019-05-07 18:21:00,0.35,18.0201,0.07,22.93,1.99,0.2898,0.0042,1.222,6.054,0.002,1.652,0.0282,0.0193,7.34,3.6974,4.584,0.0212,106.54
"WLOU","WLOU.W2.20190813",2019-08-13 14:37:00,0.005,13.07,1.4,15.4,1.799,0.005,0.252,0.827,2.36,0.074,0.6,0.0159,0.0088,6.98,7.24,1.9,0.022,68.5
"WLOU","WLOU.W5.20190813",2019-08-13 15:30:00,0.005,12.606,1.76,17.34,1.412,0.005,0.012,0.94,2.087,0.001,0.559,6e-04,0.006,6.7,6.65,1.94,0.009,64.3
"WLOU","WLOU.W8.20190813",2019-08-13 16:38:00,0.005,20.106,6.04,23.71,1.971,0.78,0.005,1.58,6.53,0.001,0.916,0.0159,0.01,7.31,6.1,3.41,0.005,115.9
"SYCA","SYCA.W3.20171004",2017-10-04 17:00:00,0.005,64.676,12.03,65.11,1.545,0.76,0.003,1.948,21.352,5e-04,21.3,0.1023,0.0269,7.36,6.37,19.03,0.06,423
"SYCA","SYCA.W4.20171004",2017-10-04 18:41:00,0.005,64.082,11.92,65.49,1.555,0.69,0.006,1.841,21.196,5e-04,21.349,0.0891,0.0325,7.26,6.52,19.13,0.057,423.6
"SYCA","SYCA.W2.20171004",2017-10-04 21:27:00,0.005,64.43,11.92,65.99,1.509,0.69,0.007,2.059,21.176,5e-04,21.338,0.0983,0.0301,7.34,6.49,19.23,0.033,422.4
"SYCA","SYCA.W1.20171004",2017-10-04 22:42:00,0.005,60.309,11.92,65.5,1.625,0.65,0.006,2.119,20.421,0.009,20.818,0.0981,0.0301,7.25,5.98,19.25,0.063,401.2
"SYCA","SYCA.W2.20180212",2018-02-12 16:56:00,0.005,57.877,22.05,72.91,1.388,2.01,5e-04,1.553,21.996,0.001,25.662,0.0827,0.1996,7.39,15.46,18.7,0.003,441.7
"SYCA","SYCA.W1.20180212",2018-02-12 21:29:00,0.005,41.139,23.5,72.2,1.294,1.8,5e-04,1.565,21.342,5e-04,25.224,0.0857,0.1995,7.31,16.3,19.3,0.003,439.6
"SYCA","SYCA.W2.20180503",2018-05-03 17:30:00,0.005,62.8752,1.25,69.62,4.949,1.5946,5e-04,1.5507,22.603,0.1884,25.82,0.1256,0.3429,7.59,15.0981,21.2177,5e-04,380.27
"SYCA","SYCA.W3.20190529",2019-05-29 17:43:00,0.005,50.491,8.4546,65.36,2.651,1.0733,5e-04,1.291,19.73,5e-04,19.4,0.0269,0.0638,8.25,14.5458,43.6374,0.0449,355.47
"SYCA","SYCA.W4.20190529",2019-05-29 20:42:00,0.005,52.571,7.8913,76.86,2.519,1.067,5e-04,1.023,22.07,0.001,24.43,0.0464,0.3173,7.5,17.9975,53.9925,0.0427,390.28
"SYCA","SYCA.W2.20190529",2019-05-29 22:17:00,0.005,50.1069,8.6196,67.75,2.583,1.0668,5e-04,0.96,20.01,5e-04,18.87,0.0091,0.1573,7.73,15.4345,46.3035,0.0427,352.74
"SYCA","SYCA.W1.20190529",2019-05-30 00:01:00,0.005,51.7906,8.9949,69.57,2.254,1.0817,5e-04,1.122,20.24,5e-04,23.02,0.0389,0.2814,7.63,16.7854,50.3562,0.0405,373.64
"REDB","REDB.W2.20190416",2019-04-16 16:52:00,0.005,76.2255,1.9701,91.86,2.943,0.005,0.0209,1.085,37.67,5e-04,28.16,0.0958,0.0135,7.55,8.1388,145.47,0.0757,578.61
"REDB","REDB.W3.20190416",2019-04-16 18:12:00,0.005,69.2045,13.705,87.44,1.672,0.005,0.0025,1.098,42.11,5e-04,33.68,0.0772,0.0135,7.46,9.2637,191.67,0.0675,597.43
"REDB","REDB.W4.20190417",2019-04-17 19:13:00,0.005,56.0998,16.2812,78.21,2.493,1.0445,5e-04,1.149,21.05,5e-04,20.79,0.106,0.0135,7.5,8.8561,36.09,0.0705,386.14
"REDB","REDB.W5.20190417",2019-04-17 21:54:00,0.005,68.0775,20.1658,97.41,2.625,1.3589,5e-04,0.725,24.91,5e-04,19.86,0.0575,0.0135,7.56,7.2847,55.71,0.0397,447.89
"REDB","REDB.W2.20190919",2019-09-19 17:21:00,0.005,98.824,16.5081,81.73,4.591,0.005,5e-04,1.253,29.69,5e-04,23.89,0.0257,0.0019,7.62,8.225,138.06,0.2639,605.28
"REDB","REDB.W4.20190919",2019-09-19 18:32:00,0.005,43.94,12.9275,79.42,1.882,0.005,5e-04,1.649,21.22,5e-04,19.29,0.0241,0.0085,7.61,7.892,100.5,0.078,345.17
"MART","MART.W1.20180301",2018-03-01 18:12:00,0.005,4.982,10.25,3.932,0.7485,0.005,0.005,0.089,0.625,5e-04,2.933,0.0101,0.0195,6.47,7.02,0.4,5e-04,25.2
"MART","MART.W2.20180301",2018-03-01 18:35:00,0.005,3.006,1.12,5.117,1.167,0.005,0.238,0.163,0.615,0.002,2.948,0.0014,0.157,6.77,7.44,0.35,5e-04,25.9
"MART","MART.W5.20180301",2018-03-01 18:51:00,0.005,1.526,5.26,5.015,1.963,0.005,0.911,0.221,0.366,0.007,1.79,0.0894,0.0098,5.71,7.53,0.31,5e-04,16.2
"MART","MART.W6.20180301",2018-03-01 19:11:00,0.005,2.964,2.48,5.818,1.557,0.005,0.989,0.496,0.641,0.014,2.572,0.1332,0.2572,6.1,8.36,1.07,5e-04,31.3
"MART","MART.W3.20181115",2018-11-15 19:29:00,0.02,5.822,1.43,9.636,2.211,1.5,2.39,5e-04,2.189,0.02,3.143,0.1235,0.0135,6.29,19.21,0.18,0.055,43.69
"MART","MART.W2.20190228",2019-02-28 17:29:00,0.005,6.5937,1.01,8.276,1.17,0.63,0.5601,1.058,1.403,0.074,2.697,0.1022,0.0135,6.73,10.1724,0.117,0.0226,43.9
"MART","MART.W3.20190228",2019-02-28 18:29:00,0.005,4.2692,1.06,6.501,1.84,0.85,5.516,1.632,1.642,0.055,2.604,0.0815,0.0135,6.37,24.6294,0.192,0.2111,35.25
"MART","MART.W6.20190228",2019-02-28 19:22:00,0.005,20.1581,1.85,15.14,1.821,0.52,0.1681,3.507,3.703,1.105,4.221,0.103,0.0135,7.01,6.9084,18.465,5e-04,113.1
"BIGC","BIGC.W6.20180703",2018-07-03 19:24:00,0.005,13.858,22.9478,16.94,2.926,0.4857,0.303,1.175,2.271,0.001,13.59,0.0501,0.0028,6.59,18.83,2.991,0.06,106.4
"BIGC","BIGC.W5.20180703",2018-07-03 20:26:00,0.005,7.531,20.1758,7.883,0.9969,0.005,5e-04,1.367,1.454,0.024,6.045,0.003,0.0467,6.74,14,2.205,0.015,58.7
"BIGC","BIGC.W1.20190402",2019-04-02 20:50:00,0.005,18.0373,1.808,34.78,0.685,0.005,5e-04,2.671,2.136,0.007,11.27,0.0789,0.0135,6.7,20.4375,0.528,0.0193,112.98
"BIGC","BIGC.W5.20190603",2019-06-03 20:08:00,0.005,7.9785,9.9381,13.25,1.062,2.0125,0.0023,1.071,1.251,0.002,5.483,0.1,0.0135,6.63,11.3555,1.827,0.029,54.27
"BIGC","BIGC.W6.20190603",2019-06-03 21:38:00,0.05,9.451,7.82,25.6,10.03,0.005,2.3651,0.965,1.415,0.126,20.93,0.0508,0.0135,6.52,31.1255,56.98,0.0623,106.57
"BIGC","BIGC.W2.20190603",2019-06-03 22:59:00,0.005,6.1631,3.5369,11.83,1.543,0.005,0.3719,1.128,1.605,0.058,3.296,0.0525,0.0135,6.47,12.0582,0.447,0.0637,41.18
"BIGC","BIGC.W1.20190603",2019-06-04 00:25:00,0.005,15.9809,0.2208,26.05,0.5521,2.0359,0.0535,2.034,2.059,0.005,9.028,0.0488,0.0135,6.63,18.4203,0.645,0.0253,99.85
"OKSR","OKSR.W8.20180724",2018-07-24 18:26:00,0.005,1.915,7.28,5.565,12.94,0.005,1.7377,0.062,1.905,1.153,0.569,0.0541,0.1903,5.54,2.69,0.82,5e-04,19.7
"OKSR","OKSR.W7.20180724",2018-07-24 19:24:00,0.005,2.096,1.61,6.922,20.25,1.3219,0.4455,0.144,0.888,0.018,0.236,1.2162,0.1914,5.75,1.82,2.39,0.008,13.6
"OKSR","OKSR.W8.20190827",2019-08-27 18:30:00,0.005,9.111,2.93,30.76,45.75,0.005,61.691,0.082,0.961,6.634,2.276,1.6927,0.0053,5.92,6.6,15.59,0.089,70.5
"OKSR","OKSR.W7.20190827",2019-08-27 19:19:00,0.005,1.712,3.06,8.25,13.36,0.005,0.851,0.094,0.278,2.083,0.282,0.4383,0.0116,6,1.68,1.37,0.005,16.3
"OKSR","OKSR.W3.20190827",2019-08-27 20:07:00,0.005,3.588,2.88,11.18,23.75,0.005,4.79,0.119,0.597,0.754,0.219,3.243,0.0636,6.1,4.3,3.25,0.0347,35.1
"OKSR","OKSR.W5.20190827",2019-08-27 21:35:00,0.005,1.521,1.85,9.088,21.16,0.005,15.052,0.197,0.459,0.527,0.135,0.1275,0.0044,5.67,2.55,1.57,0.0442,9.7
