uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopeH2OSampleCond,isotopeH2OSampleID,isotopeH2OSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,processedDateH2OIsotopes,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF
"b7322be2-df30-459d-89e3-fd2081fa29fd","D01","HOPB","HOPB.AOS.S2","2016-10-18T13:50Z","HOPB.SS.20161018",,,"HOPB.SS.20161018.H2O.1",,,"HOPB.SS.20161018.POM.2",,,"HOPB.SS.20161018.POM.1",,"2016-10-18T12:10Z","2016-10-18T10:00Z",350,350,
